institution,dataset_group,n_datasets
통계청,시도어가인구내역,1
통계청,시도합계출산율모의연령별출산율내역,1
e-나라지표,식품및식품첨가물생산현황내역,1
CPB,신흥국수입물량지수내역,1
e-나라지표,어가소득현황내역,1
e-나라지표,어업생산량및양식량내역,1
통계청,여성고용동향내역,1
e-나라지표,연기금투자풀수익률내역,1
통계청,용도지역현황내역,1
e-나라지표,우리나라의PKO참여현황내역,1
e-나라지표,우리나라초중고학생의사교육현황,1
한국은행,원계열자본재형태별총자본형성내역,1
한국은행,원계열지출항목별성장기여도내역,1
e-나라지표,유네스코등재유산현황내역,1
e-나라지표,유아교육취원율현황,1
e-나라지표,의료급여수급내역,1
통계청,인구천명당지방자치단체공무원현원내역,1
통계청,인천공항물동량및환적률내역,1
e-나라지표,자연휴양림시설현황내역,1
통계청,장래인구변동요인내역,1
통계청,재난재해관리기금현황내역,1
e-나라지표,재정수지내역,1
e-나라지표,훈련참석률현황,1
통계청,전통시장부문별실적및전망내역,1
e-나라지표,정신질환유병률내역,1
통계청,제조업사업체수현황,1
통계청,제조업종사자수현황,1
통계청,조혼인율내역,1
e-나라지표,주세신고현황내역,1
한국은행,주요국제금리내역,1
한국은행,주요국통화대원화환율월별통계내역,1
통계청,주택매매가격지수내역,1
통계청,주택종류연면적거주인수별주택내역,1
CPB,중국수출물량지수내역,1
지방재정365,지방재정세입결산내역,1
지방재정365,지방재정지역통합자산결산내역,1
e-나라지표,지역별산업기술인력현황내역,1
통계청,지역업종별창업기업수내역,1
e-나라지표,직접금융기업자금조달내역,1
통계청,체질량기준비만유병률내역,1
e-나라지표,초중고교육과정현황,1
e-나라지표,초중등교육규모내역,1
한국재정정보원,카드소비 데이터 요약 전국,1
통계청,토지거래면적내역,1
통계청,토지거래현황,1
한국은행,통합재정수지내역,1
통계청,품목별수입수출현황,1
e-나라지표,해양보호구역지정현황,1
통계청,행정구역별주택매매거래현황내역,1
통계청,혼인건수내역,1
e-나라지표,디자인산업현황내역,1
e-나라지표,1인당여행일수현황,1
통계청,인구천명당사업체수현황,1
기획재정부,2025년 이전 회계·기금별 순자산변동표,1
기획재정부,2025년 이전 회계·기금별 재정운영표,1
e-나라지표,ICT발전지수내역,1
통계청,OECD국민계정현황,1
통계청,OECD평균고용률실업률내역,1
e-나라지표,SCI논문발표순위현황,1
통계청,가구당월평균가계수지전국2인이상내역,1
통계청,가구순자산내역,1
통계청,개발제한구역지정해제현황내역,1
e-나라지표,경제사범형사사건처리현황내역,1
e-나라지표,고소사건처리현황내역,1
한국은행,관세청국가별수출내역,1
한국은행,교역조건지수내역,1
통계청,국가기술자격취득자내역,1
통계청,국가별수출액수입액현황,1
e-나라지표,국가채무추이내역,1
e-나라지표,국적선원취업내역,1
통계청,국제여객화물수송량및분담률내역,1
통계청,규모별미분양현황내역,1
e-나라지표,근로장려금신청및지급내역,1
통계청,기대여명내역,1
e-나라지표,남북군사회담개최현황내역,1
한국경제연구원,내수전산업BSI전망내역,1
통계청,농림생산지수현황,1
한국은행,대외채무내역,1
통계청,도로교량및터널현황내역,1
통계청,도로현황내역,1
기획재정부,2025년 이전 재정운영표,1
e-나라지표,만5세이하누리과정지원율내역,1
e-나라지표,멸종위기야생생물지정현황,1
e-나라지표,문화산업현황,1
e-나라지표,문화재지킴이위촉현황,1
e-나라지표,민간인과의자살사고비교내역,1
e-나라지표,방한외래관광객내역,1
e-나라지표,범죄피해구조금지급현황,1
e-나라지표,법인세신고현황내역,1
e-나라지표,벤처기업정밀실태조사내역,1
e-나라지표,보험회사수입보험료규모내역,1
통계청,비전형근로자규모및증감내역,1
공공데이터 포탈,사업자현황내역,1
통계청,사업장생활계폐기물발생현황,1
e-나라지표,산업별근로시간및임금총액내역,1
e-나라지표,산업별근로시간및임금총액반기내역,1
통계청,산업별취업자내역,1
통계청,산업성별자본금규모별신설법인수현황,1
통계청,상권별집합상가수익률현황,1
통계청,상권별집합상가임대료현황,1
e-나라지표,상속세결정현황,1
한국은행,서비스수지내역,1
e-나라지표,서비스업동향,1
통계청,선거투표참여여부내역,1
CPB,선진국수출물량지수내역,1
통계청,성연령근로형태별취업자내역,1
통계청,세목별국세환급금실적내역,1
통계청,세부노동조합조직내역,1
기획재정부,세부사업 예산편성현황(외화),1
통계청,소비자물가등락률내역,1
e-나라지표,수목원현황내역,1
한국은행,수입금액지수내역,1
통계청,시군구하수도보급률내역,1
통계청,시도공업구조별제조업생산지수현황,1
통계청,시도광공업생산지수내역,1
통계청,시도교량내역,1
통계청,시도기초생활보장수급자수내역,1
통계청,시도별소득만족도내역,1
통계청,시도별외국인내역,1
통계청,시도별의료인력내역,1
통계청,시도소비자물가지수내역,1
통계청,시도출산순위별출생성비내역,1
통계청,신선식품지수(2015=100),1
통계청,안전보건지출비용규모및세부항목별비중내역,1
e-나라지표,앞으로하고싶은여가활동현황,1
e-나라지표,어가및어가인구내역,1
통계청,업종별창업기업수현황,1
한국은행,에너지소비량내역,1
e-나라지표,에너지원별발전량현황내역,1
통계청,연간여가활동유형내역,1
통계청,연도별임대사업자및임대호수현황내역,1
e-나라지표,외환사범단속현황,1
통계청,음주운전교통사고비율현황,1
통계청,의료서비스만족도내역,1
통계청,이민자월평균총소득내역,1
e-나라지표,인구내역,1
통계청,현재흡연율내역,1
통계청,자녀연령별부모의근로시간내역,1
통계청,전출인구내역,1
e-나라지표,조달청비축원자재현황내역,1
한국은행,주요국통화대미달러환율내역,1
e-나라지표,주요도시대기오염도이산화질소(NO2)현황,1
통계청,주요인구지표시도별추계내역,1
한국은행,주체별총자본형성내역,1
통계청,주택매매거래현황년도별행정구역별내역,1
FRED,중국소비자신뢰지수내역,1
e-나라지표,지방공무원정원내역,1
지방재정365,지방재정세출예산내역,1
지방재정365,지방재정시도별징수율내역,1
e-나라지표,지역별연구개발비,1
e-나라지표,지진발생빈도내역,1
e-나라지표,채권종류별발행잔액내역,1
e-나라지표,초고속인터넷가입자내역,1
e-나라지표,출입국자현황내역,1
e-나라지표,취학률및진학률현황내역,1
통계청,친환경인증농산물출하현황,1
e-나라지표,택지공급지정실적내역,1
e-나라지표,특허청위조상품단속건수내역,1
e-나라지표,폐수배출시설및배출량현황내역,1
관세청,품목별수출입실적내역,1
e-나라지표,해외파병현황,1
e-나라지표,해운서비스금액증가추이내역,1
e-나라지표,현역병입영현황내역,1
e-나라지표,등록박물관미술관현황내역,1
통계청,10차개정사업체부문쌀소비량,1
통계청,일반회계중일반공공행정예산비중내역,1
통계청,1차에너지공급현황,1
통계청,60세이상인구생활비마련방법내역,1
e-나라지표,ODA원조규모내역,1
통계청,OECD평균근로시간내역,1
e-나라지표,OECD학업성취도순위현황,1
e-나라지표,UNDP인간개발지수현황내역,1
통계청,가족의형태별분포내역,1
e-나라지표,강수량추이,1
brightics,개별소비세품목별신고현황,1
한국은행,건축물착공현황내역,1
통계청,경제성장률내역,1
한국은행,계절조정경상수지내역,1
한국은행,계절조정정보통신산업국민계정주요지표내역,1
e-나라지표,고객만족도지수내역,1
e-나라지표,고용허가제고용동향내역,1
e-나라지표,공공기관CCTV설치및운영현황,1
e-나라지표,공공체육시설현황및1인당체육시설면적내역,1
e-나라지표,공무원보수추이내역,1
e-나라지표,과세전적부심사청구처리현황내역,1
e-나라지표,관세징수액내역,1
e-나라지표,교육비부담도현황,1
e-나라지표,구속영장청구발부현황내역,1
e-나라지표,국가등록문화재현황내역,1
통계청,국가별국제수지내역,1
e-나라지표,국내인구이동내역,1
한국은행,국민계정연간지표내역,1
통계청,1인당지역총소득내역,1
한국은행,국민처분가능소득과처분내역,1
통계청,규모별임금및근로시간내역,1
통계청,규모연령계층임금계층성별근로자수및근로시간내역,1
e-나라지표,기관별연구개발비내역,1
e-나라지표,남북군사회담합의서체결현황,1
e-나라지표,남북인적교류추이현황,1
e-나라지표,남성대비여성임금비율내역,1
통계청,다문화가구구성및가구원수별가구내역,1
통계청,단체참여내역,1
e-나라지표,모의연령별출산율및합계출산율내역,1
e-나라지표,모자가족복지시설입퇴소자현황내역,1
FRED,미국산업생산지수내역,1
통계청,미세먼지(PM10)월별도시별대기오염도현황,1
한국재정정보원,방문인구 출발지-목적지 데이터,1
e-나라지표,방송프로그램수출입현황내역,1
e-나라지표,배출원별해양오염사고발생현황,1
e-나라지표,보훈보상금지급내역,1
통계청,부문별협약임금인상률내역,1
통계청,사회복지시설종사자수내역,1
통계청,상권별소규모상가기본,1
통계청,상권별소규모상가임대료현황,1
e-나라지표,새마을금고현황,1
통계청,서비스업사업체수현황,1
통계청,성별기대수명내역,1
통계청,성별외국인시군구내역,1
e-나라지표,성연령별사망자수내역,1
e-나라지표,소비자물가상승률내역,1
e-나라지표,소상공인시장경기동향,1
e-나라지표,소상공인현황,1
통계청,시군구토지용도별지가변동률내역,1
통계청,시도기온내역,1
통계청,시도도시공원조성면적내역,1
통계청,시도별기초생활수급자총괄내역,1
통계청,시도별대중교통이용횟수현황,1
통계청,시도별범죄발생건수내역,1
e-나라지표,시도별세수실적내역,1
통계청,시도별인구동태내역,1
통계청,시도지방세내역,1
통계청,시도해외여행내역,1
한국은행,시장금리일별내역,1
e-나라지표,신용보증규모내역,1
통계청,아파트매매가격지수내역,1
통계청,업종별문화재수리업체내역,1
통계청,여가활용불만족이유현황,1
통계청,연령별미혼모미혼부내역,1
통계청,연안해송물동량현황내역,1
기획재정부,예산편성현황(총수입),1
통계청,온라인쇼핑몰취급상품범위별상품군별거래액현황,1
한국은행,외환보유액내역,1
통계청,유학생관련현황,1
통계청,인구동향내역,1
통계청,인구천명당종사자수현황,1
통계청,인구총조사인구내역,1
e-나라지표,헌혈인구및개인헌혈비율내역,1
전력거래소,일별최대전력수급내역,1
e-나라지표,자치단체사회복지및SOC예산규모내역,1
통계청,장애인복지시설내역,1
기획재정부,재정증권 발행 및 상환내역,1
통계청,전국(도별)논밭별경지면적,1
e-나라지표,전쟁별참전유공자내역,1
한국경제연구원,종합경기BSI전망계절조정내역,1
통계청,주택매매가격변동률내역,1
brightics,주택전세가격지수KB내역,1
NBSC,중국전년동분기대비경제성장률내역,1
통계청,중학교내역,1
지방교육재정알리미,지방교육재정재원별단체별세입결산내역,1
통계청,지방자치단체여성공무원현황,1
통계청,지방자치단체행정구역및인구내역,1
지방재정365,지방재정당초통합재정수지내역,1
지방재정365,지방재정재원별회계별세입결산내역,1
통계청,특수분류별설비투자지수내역,1
e-나라지표,하수도보급률변화추이내역,1
통계청,학교급및특성별1인당월사교육비내역,1
통계청,학교급별사교육비총액현황,1
e-나라지표,학자금대출현황,1
통계청,학제및설립별졸업내역,1
e-나라지표,해외이주신고자현황내역,1
e-나라지표,해킹사고건수내역,1
통계청,향후늘려야할복지서비스내역,1
한국은행,국민소득과부문별국민처분가능소득내역,1
e-나라지표,112신고접수현황,1
통계청,주택월세가격지수내역,1
통계청,가구수내역,1
통계청,가구특성별소득원천별가구소득내역,1
통계청,가족과함께하는생활시간량내역,1
통계청,건설투자동향내역,1
e-나라지표,고령자고용동향내역,1
통계청,고속국도현황내역,1
통계청,고용보험신규취득자수내역,1
한국고용정보원,고용보험피보험자내역,1
e-나라지표,공동주택현황내역,1
e-나라지표,관광사업체업종별주요지표내역,1
e-나라지표,구조활동현황내역,1
통계청,국가별국민총생산내역,1
공공데이터 포탈,국민연금가입자수내역,1
e-나라지표,국유재산현황내역,1
기획재정부,기금별 수입지출 결산 현황,1
통계청,기업규모별수출입내역,1
e-나라지표,내역별산업별규모별노동비용내역,1
통계청,노사분규발생건수및근로손실일수내역,1
통계청,노외주차장현황,1
통계청,도로교통혼잡비용내역,1
통계청,도소매업사업체수현황,1
OECD,OECD조세수입내역,1
e-나라지표,민간기업유형별연구개발비내역,1
한국재정정보원,방문인구 성연령 데이터,1
e-나라지표,방송서비스시장매출액,1
e-나라지표,벤처캐피탈투자현황내역,1
e-나라지표,병역자원현황,1
통계청,보훈대상자취업및대부지원내역,1
e-나라지표,비철금속국내수급현황내역,1
e-나라지표,사내근로복지기금설치내역,1
e-나라지표,사업장규모별근로시간및임금총액내역,1
한국은행,산업별취업유발계수내역,1
통계청,상권별집합상가임대가격지수현황,1
brightics,선거사범공안사건처리현황내역,1
통계청,설비투자지수현황,1
통계청,성별가족관계만족도내역,1
brightics,성연령별실업률내역,1
통계청,소득5분위별가구당전국가계수지내역,1
통계청,소방공무원1인당담당주민수내역,1
소상공인시장진흥공단,소상공인체감BSI내역,1
e-나라지표,소재부품무역통계내역,1
e-나라지표,수산물수급실적통계내역,1
e-나라지표,수요기관등록현황,1
한국은행,수출기업전국전망내역,1
e-나라지표,수출입물가지수,1
e-나라지표,수형자출소사유별현황,1
통계청,스트레스인지율추이내역,1
한국전력공사,시군구별계약종별별전력사용현황내역,1
brightics,시군구별산업별고용내역,1
통계청,시군구스트레스인지율내역,1
통계청,시군구화재발생건수내역,1
통계청,시도119안전센터내역,1
통계청,시도서비스업생산지수내역,1
한국고용정보원,실업급여지급자내역,1
통계청,아동학대피해경험률내역,1
e-나라지표,여성경제활동인구및참가율내역,1
통계청,월간폭음률추이내역,1
한국재정정보원,유동인구 시간대 데이터,1
e-나라지표,자녀수별맞벌이가구내역,1
통계청,자원봉사활동참여율내역,1
e-나라지표,자치단체재정자주도현황,1
e-나라지표,장애인지역사회재활시설내역,1
통계청,전국대기오염물질배출량,1
e-나라지표,정부재정규모내역,1
통계청,제조업ICT생산지수현황,1
통계청,주요해운선진국의지배선대현황내역,1
brightics,주택도시기금조성및운용실적내역,1
통계청,환경산업분류별매체별매출액현황,1
통계청,중대형상가공실률내역,1
통계청,지목별국토면적현황,1
e-나라지표,지방세신장추세내역,1
지방재정365,지방재정세출결산내역,1
지방재정365,지방재정재정자주도당초내역,1
e-나라지표,지역별및소득계층별1인당주거면적내역,1
통계청,직업별인력수요전망내역,1
e-나라지표,직접지불금현황,1
e-나라지표,참전유공자현황내역,1
e-나라지표,체육시설업현황내역,1
통계청,초등학교교원수현황,1
e-나라지표,출판현황내역,1
통계청,평일여가시간내역,1
e-나라지표,해외조림현황내역,1
통계청,행정구역별국토면적현황,1
통계청,행정구역별농가인구내역,1
e-나라지표,행정기관위원회수현황내역,1
e-나라지표,행정부국가공무원신규임용현황,1
e-나라지표,현금영수증발급현황,1
통계청,현재녹지환경체감환경현황,1
CPB,미국수출물량지수내역,1
e-나라지표,10대수출품목내역,1
e-나라지표,중소제조업인력현황내역,1
통계청,OECD고령인구비율내역,1
통계청,OECD국가별임금내역,1
통계청,OECD금리및주가현황,1
OECD,OECD기업신뢰지수내역,1
통계청,OECD물가현황,1
통계청,OECD상대적빈곤율내역,1
e-나라지표,UN전자정부평가,1
국고보조금통합관리시스템,e나라도움중앙부처별보조사업자현황수신내역,1
e-나라지표,가구인터넷보급률및컴퓨터보유율내역,1
통계청,가해에의한사망률내역,1
e-나라지표,개성관광객현황,1
한국은행,경제활동별실질계절조정GDP및GNI내역,1
통계청,고위험음주율추이내역,1
통계청,골재허가실적채취실적내역,1
e-나라지표,공공도서관현황내역,1
통계청,공사완료후미분양내역,1
통계청,국내여객수송실적내역,1
e-나라지표,국립묘지별안장내역,1
통계청,근로형태별월평균임금및증감내역,1
e-나라지표,금강산관광객현황,1
e-나라지표,기업결합동향내역,1
e-나라지표,기온추이,1
e-나라지표,남북교역추이내역,1
통계청,단독주택내역,1
e-나라지표,대규모기업집단지정내역,1
관세청,대륙별수출입실적내역,1
통계청,2015산업별서비스업생산지수내역,1
통계청,도시군계획시설현황내역,1
CPB,미국수입물량지수내역,1
ISM,미국제조업구매관리자지수내역,1
통계청,발주자별계절조정건설기성금액내역,1
e-나라지표,방산물자업체지정현황,1
통계청,범죄발생검거내역,1
e-나라지표,보호관찰대상자재범률,1
에너지경제연구원,부문별제품별에너지소비내역,1
통계청,부정정서설문내역,1
통계청,사망률내역,1
통계청,사업장배출시설계폐기물발생현황,1
통계청,산업별계절조정취업자내역,1
통계청,산업별기술무역수지추이내역,1
통계청,상권별오피스수익률현황,1
통계청,상이국가유공자신체검사내역,1
e-나라지표,상장회사수시가총액내역,1
e-나라지표,석유수급동향내역,1
e-나라지표,석유화학산업동향내역,1
e-나라지표,석탄무연탄수급동향내역,1
CPB,선진국수입물량지수내역,1
통계청,성연령별취업자내역,1
기획재정부,세출세목예산편성현황(추경포함),1
통계청,소매업태별판매액지수현황,1
e-나라지표,소방인력현황내역,1
e-나라지표,수질만족도현황,1
통계청,시군구1인가구내역,1
통계청,시군구음주율내역,1
통계청,시도구조구급대원내역,1
통계청,시도별1인가구내역,1
통계청,시도별원유생산량현황,1
통계청,시도별평균초혼연령내역,1
통계청,시도시군구별외국인과의혼인내역,1
통계청,시도장애유형별등록장애인내역,1
통계청,시도지정등록문화재내역,1
e-나라지표,신재생에너지보급현황,1
e-나라지표,아동안전사고사망자수현황,1
통계청,에너지필요추정량초과섭취인구분율내역,1
e-나라지표,여성경력단절규모내역,1
e-나라지표,연도별사업자현황내역,1
한국은행,외국인투자내역,1
통계청,유형별월세통합가격지수내역,1
통계청,육아기근로시간단축제도활용실적내역,1
e-나라지표,이산화탄소연평균농도변화추이내역,1
통계청,재별및상품군별판매액현황,1
e-나라지표,전력수급동향,1
e-나라지표,전자정부서비스인지현황,1
e-나라지표,전통사찰지정등록현황,1
e-나라지표,정부위원회여성참여율내역,1
e-나라지표,제대군인지원실적내역,1
e-나라지표,주거환경만족도내역,1
e-나라지표,주요대도시주거지역소음도내역,1
e-나라지표,주요도시대기오염도미세먼지(PM010)현황,1
통계청,주택의종류및주거면적별가구내역,1
통계청,환경산업분류별업종별투자액현황,1
지방교육재정알리미,지방교육재정세입예산결산내역,1
e-나라지표,지방이전재원규모내역,1
한국은행,지역별어음부도율내역,1
e-나라지표,지역별연구원내역,1
e-나라지표,지하수이용현황내역,1
통계청,철도여객수송추이내역,1
통계청,청년실업률내역,1
e-나라지표,청소년방과후아카데미운영현황,1
통계청,청소년현재음주율추이내역,1
e-나라지표,총기등허가현황내역,1
e-나라지표,출산및육아휴직내역,1
e-나라지표,출생률및사망률추이내역,1
e-나라지표,출소자취업현황,1
통계청,취업자증감내역,1
통계청,토지거래동향,1
통계청,펀드설정잔액내역,1
통계청,품목별EBSI내역,1
e-나라지표,피의자보상금지급현황내역,1
통계청,학교교육의효과현황,1
통계청,학교급및특성별사교육참여율현황,1
e-나라지표,학교급식실시현황내역,1
e-나라지표,학교도서관현황내역,1
통계청,행정구역별토지거래현황,1
e-나라지표,행정정보공동이용총괄표내역,1
통계청,현금기부인구내역,1
e-나라지표,대학교육과정,1
통계청,1인당연간양곡소비량내역,1
통계청,주택전세가격지수내역,1
통계청,9도농가부채내역,1
기획재정부,CDS프리미엄내역,1
통계청,GDP대비경상의료비비율내역,1
통계청,OECD건설업현황,1
OECD,OECD경기선행지수내역,1
통계청,OECD기업및소비자의견조사현황,1
brightics,가구주성별자산부채소득내역,1
통계청,가사분담에대한실태내역,1
e-나라지표,개방형공무원임용현황내역,1
brightics,개별소비세신고현황내역,1
e-나라지표,개인정보침해상담건수내역,1
통계청,건축착공현황내역,1
관세청,경제권별수출입실적내역,1
통계청,경찰공무원1인당담당주민수내역,1
통계청,공종별경상건설기성금액내역,1
통계청,구인수구직자수취업자수내역,1
통계청,국가별1인당국내총생산내역,1
e-나라지표,군사망사고현황내역,1
e-나라지표,군수품조달집행액현황내역,1
통계청,기준중위소득추이내역,1
e-나라지표,기후변화불안도현황,1
기획재정부,2025년 이전 회계·기금별 재정상태표,1
e-나라지표,남북화물물동량추이현황,1
통계청,논경지면적현황,1
통계청,다문화가구및가구원내역,1
한국은행,대륙별해외직접투자내역,1
통계청,도로보급률현황,1
통계청,도시2인이상세대월평균실질가계수지내역,1
e-나라지표,문화여가지출률내역,1
BEA,미국실질계절조정경제성장률내역,1
BLS,미국총고용인원계절조정내역,1
e-나라지표,반도체디스플레이산업동향내역,1
e-나라지표,배출원별BC배출량내역,1
통계청,부모생활비주제공자내역,1
e-나라지표,부패인식지수CPI,1
통계청,사회안전에대한인식내역,1
brightics,산림면적및임목축적내역,1
e-나라지표,산업기술인력현황내역,1
통계청,상권별중대형상가기본,1
e-나라지표,석유화학분야가격동향내역,1
e-나라지표,선거투표율,1
e-나라지표,선박용도별해양사고발생현황내역,1
통계청,성연령별사망자수및사망률내역,1
통계청,소득분배지표내역,1
통계청,시도별경제활동인구내역,1
통계청,시도별노령화지수추계내역,1
통계청,시도별요양기관내역,1
통계청,시도소방서내역,1
e-나라지표,신용카드발행세액공제현황,1
e-나라지표,쌀전업농경영면적비중,1
e-나라지표,아동안전사고사망자유형별현황,1
통계청,아파트전세가격지수내역,1
한국은행,어음교환및부도내역,1
통계청,연도별해외직접투자내역,1
통계청,예산및세수실적내역,1
통계청,요양기관수내역,1
e-나라지표,우리나라의WTO분쟁현황내역,1
e-나라지표,유형별평가결과등급분포내역,1
e-나라지표,육로이용인원왕래현황,1
e-나라지표,재정건전성순위내역,1
통계청,전국무역항항만시설확보율내역,1
통계청,전체사업체입주현황,1
통계청,제조업평균가동률현황,1
e-나라지표,종합소득세신고현황내역,1
한국은행,주요국통화대원화환율내역,1
e-나라지표,주요영화산업국가의자국영화점유율현황,1
e-나라지표,회사채발행규모내역,1
지방재정365,지방재정기금결산내역,1
통계청,지역별외래및입원1인당방문및입원일수내역,1
통계청,지역사회소속감내역,1
e-나라지표,지정폐기물발생및처리현황내역,1
통계청,창업기업고용인원현황,1
통계청,초등학교개황현황,1
e-나라지표,초중등교육시설현황내역,1
한국은행,총저축총투자내역,1
통계청,추계인구내역,1
e-나라지표,친환경상품구매실적내역,1
e-나라지표,통근시간별통근인구와평균통근시간내역,1
e-나라지표,특별관리해역수질현황내역,1
e-나라지표,특정범죄자위치추적현황,1
e-나라지표,폐기물재활용실적및업체현황내역,1
통계청,품목성질별소비자물가지수(2015=100),1
e-나라지표,프로스포츠운영현황내역,1
e-나라지표,학력인정평생교육시설현황,1
통계청,항공노선취항추이내역,1
통계청,현재흡연율추이내역,1
e-나라지표,황사발생빈도내역,1
e-나라지표,남북이산가족상봉추이현황,1
e-나라지표,10대수입품목내역,1
e-나라지표,제대군인내역,1
e-나라지표,APEC관련수출입투자현황내역,1
통계청,OECD생산현황,1
OECD,OECD일반정부부채내역,1
국고보조금통합관리시스템,e나라도움비목별보조금예산현황내역,1
통계청,가구중위소득내역,1
통계청,가족관계만족도내역,1
통계청,가족친화인증기업체수내역,1
e-나라지표,개성공단생산액및근로자현황,1
e-나라지표,갯벌면적변동추이내역,1
통계청,건축허가면적증감률현황,1
한국은행,경기종합지수내역,1
e-나라지표,고집중품목및출하액비중내역,1
e-나라지표,고충민원접수처리현황내역,1
통계청,구직급여신청자수내역,1
e-나라지표,국가기록물열람현황내역,1
e-나라지표,국가기술자격응시자내역,1
OECD,국가별가계부채비율내역,1
한국은행,국가별생산자물가지수내역,1
e-나라지표,국가암검진사업수검률내역,1
통계청,국가온실가스배출통계추이현황,1
e-나라지표,국내바이오산업동향내역,1
통계청,국적지역별결혼이민자현황,1
e-나라지표,군병원외래입원환자현황,1
통계청,근로형태별임금근로자특성내역,1
e-나라지표,기관별연구원현황,1
e-나라지표,내년가구의재정상태내역,1
e-나라지표,1심 2심무죄현황내역,1
e-나라지표,민방위대편성현황내역,1
e-나라지표,방산업체경영실태내역,1
e-나라지표,보험회사지급여력비율,1
통계청,본인세대계층이동내역,1
e-나라지표,부패인식응답비율내역,1
한국은행,분기별수출금액내역,1
통계청,사회적관계망내역,1
통계청,산업분류별일자리내역,1
통계청,상권별오피스기본,1
통계청,상권별오피스임대가격지수현황,1
한국재정정보원,서비스인구 성연령 데이터,1
관세청,성질별수출입실적내역,1
e-나라지표,성폭력관련시설운영실적내역,1
기획재정부,세목 예산편성현황(총지출),1
e-나라지표,세부생산자물가지수내역,1
기획재정부,세출지출결산현황,1
통계청,소득5분위별가구당가계수지_도시1인이상실질내역,1
e-나라지표,소음진동배출시설현황내역,1
e-나라지표,수출입동향내역,1
e-나라지표,승강기보유및사고,1
통계청,시군고용률내역,1
통계청,시군구1인당생활폐기물배출량,1
통계청,시군구흡연율내역,1
통계청,시도별맞벌이가구내역,1
통계청,시도수출금액내역,1
통계청,신재생에너지원별생산량현황,1
e-나라지표,실종아동등신고접수처리현황내역,1
e-나라지표,암사망자수및암사망률내역,1
e-나라지표,여성가구주가구비율내역,1
e-나라지표,여성경력단절사유내역,1
e-나라지표,연도별아동급식지원내역,1
통계청,연도별품목성질별소비자물가지수,1
기획재정부,예산편성현황(총액),1
통계청,외국국적동포내역,1
e-나라지표,외국인증권투자현황,1
통계청,운수업사업체수현황,1
기획재정부,월별 지출집행상황,1
통계청,월별산업및규모별임금및근로시간내역,1
통계청,유치원수현황,1
통계청,유치원원아수현황,1
통계청,인구동태건수및동태율추이내역,1
통계청,인구십만명당체육시설수현황,1
e-나라지표,인터넷이용률내역,1
통계청,일반국도관리연장현황내역,1
e-나라지표,일반기계산업동향내역,1
기획재정부,일일경제비고내역,1
e-나라지표,임대주택재고내역,1
통계청,자녀연령별맞벌이가구내역,1
통계청,자동차등록내역,1
통계청,자동차등록현황,1
e-나라지표,전국시도월소득대비주택임대료비율내역,1
e-나라지표,전산업생산지수(원지수)분기월현황,1
통계청,점유형태별가구분포내역,1
e-나라지표,환경오염분쟁조정내역,1
e-나라지표,종사상지위별여성취업자구성비내역,1
e-나라지표,종합소득세기장신고자현황내역,1
통계청,주관적소득수준내역,1
e-나라지표,주요도시대기오염도이산화황(SO2)현황,1
통계청,주택건설인허가내역,1
e-나라지표,주택매매가격동향내역,1
CPB,중국수입물량지수내역,1
e-나라지표,중소기업일반현황내역,1
지방교육재정알리미,지방교육재정기능별정책사업별세출결산내역,1
지방재정365,지방재정기능별단체별세출결산내역,1
e-나라지표,지방적정섭취인구분율내역,1
통계청,지역별수출현황,1
통계청,철도화물수송추이내역,1
통계청,청년고용률내역,1
e-나라지표,청소년유해약물사용경험내역,1
e-나라지표,출생사망추이내역,1
통계청,취업노인의종사직종내역,1
e-나라지표,특수교육대상자진학률취업률내역,1
e-나라지표,학령아동변동추계내역,1
e-나라지표,해상조난사고현황,1
e-나라지표,해양오염사고발생현황내역,1
e-나라지표,해외이주현황내역,1
e-나라지표,해외자원개발현황내역,1
e-나라지표,행정정보공개율내역,1
통계청,현거주지성연령및1년전거주지이동인구내역,1
e-나라지표,대학재정지원사업현황내역,1
통계청,1인당민간소비지출액내역,1
e-나라지표,주류출고량현황내역,1
통계청,2020학교급및특성별1인당사교육비내역,1
통계청,5세별간이생명표내역,1
e-나라지표,IMD과학기술인프라현황,1
e-나라지표,WEF과학기술경쟁력내역,1
국고보조금통합관리시스템,e나라도움분야부문별보조금예산현황내역,1
e-나라지표,가계신용동향,1
통계청,가사분담에대한견해내역,1
e-나라지표,가스수급동향및전망내역,1
통계청,건강보험적용인구현황내역,1
통계청,건설동향,1
통계청,경기종합지수현황,1
한국은행,계절조정총저축과총투자내역,1
통계청,고속철도여객수송동향,1
통계청,고용형태별임금및근로시간내역,1
통계청,고혈압유병률추이내역,1
e-나라지표,공공기관인력내역,1
e-나라지표,공공데이터개방및활용,1
국토교통통계누리,공동주택분양승인실적내역,1
e-나라지표,공연장등문화시설추이내역,1
e-나라지표,공연전시건수내역,1
통계청,공항운송내역,1
e-나라지표,교정시설1일평균수용인원내역,1
통계청,교통문화지수내역,1
e-나라지표,교통사고현황내역,1
통계청,구직급여신청동향내역,1
e-나라지표,국내박사학위취득자현황내역,1
한국은행,국내총생산에대한지출디플레이터내역,1
e-나라지표,국립공원현황내역,1
통계청,2015기준시도소비자물가지수내역,1
e-나라지표,궁능원관람객수내역,1
통계청,기부율내역,1
e-나라지표,노동조합조직내역,1
통계청,노인천명당노인여가복지시설수내역,1
