archetype,psdnorm_k0,psdnorm_k1,psdnorm_k2,psdnorm_k3,psdnorm_k4,psdnorm_k5,psdnorm_k6
C0_personnel,1.723380274369726e-31,0.09717499647738026,0.14347448192449158,0.1254677271386831,0.2690992139403772,0.16243927813829423,0.2023443023807736
C1_direct_invest,6.144037150335048e-33,0.1549645397718307,0.16232743979406486,0.12408019077415097,0.3036415759913552,0.11686970707047588,0.1381165465981224
C2_chooyeon,8.622723971830908e-33,0.3318100795981287,0.1310850642485693,0.14154389753666932,0.1634466642633361,0.12748250311684545,0.10463179123645115
C3_normal,3.4517748636933964e-26,0.17177559070912224,0.1692831508728401,0.14416357081470826,0.23878001017567238,0.14075219032293274,0.1352454871047243
