cluster,metric,n_year,corr_levels,corr_diff,amp_mean,oc_mean
0,wealth_gini,6,0.6933815916140805,-0.8159065780933983,0.3323328322080104,0.6088333333333333
0,life_expectancy,5,0.07614345452104058,0.13039045021201487,0.32580980406168586,83.40437999999999
0,industry_production_index,6,0.9854214735558293,0.6880126373603239,0.3323328322080104,109.45
1,wealth_gini,6,0.47081453652415384,0.25721082659016076,0.3743474760327583,0.6088333333333333
1,life_expectancy,5,-0.6939772388609649,-0.881834729426088,0.3672460791468907,83.40437999999999
1,industry_production_index,6,0.7461026345029518,0.7419320268278056,0.3743474760327583,109.45
2,wealth_gini,6,0.6676170898033237,-0.7735762477903491,0.32367453748444874,0.6088333333333333
2,life_expectancy,5,0.05678830431855593,-0.19364756357766294,0.316948423288636,83.40437999999999
2,industry_production_index,6,0.9814998581252656,0.7048040322819104,0.32367453748444874,109.45
