FLD_NM,OFFC_NM,PGM_NM,ACTV_NM,subcluster,v1,v2
국토및지역개발,국토교통부,지역개발,혁신도시,11,1.858236,3.0616376
국토및지역개발,새만금개발청,새만금 개발,새만금개발사업지원,1,7.915004,5.92228
국토및지역개발,새만금개발청,새만금개발 행정지원,기본경비,7,8.872448,0.7474866
국토및지역개발,새만금개발청,새만금개발 행정지원,새만금개발청 운영,-1,1.864894,1.065546
국토및지역개발,행정중심복합도시건설청,행정중심복합도시건설,광역교통시설건설,1,7.527643,5.9511085
국토및지역개발,행정중심복합도시건설청,행정중심복합도시건설,광역복지지원센터 건립,1,7.4922504,5.9676957
국토및지역개발,행정중심복합도시건설청,행정중심복합도시건설,국가행정시설 건립,-1,2.2643647,1.6554576
국토및지역개발,행정중심복합도시건설청,행정중심복합도시건설,문화시설 건립,1,7.9685225,6.347001
국토및지역개발,행정중심복합도시건설청,행정중심복합도시건설,복합커뮤니티센터 건립,1,7.882936,5.773351
국토및지역개발,행정중심복합도시건설청,행정중심복합도시건설,중앙행정기관 건립,1,7.851559,6.339534
국토및지역개발,행정중심복합도시건설청,행정중심복합도시건설,지방행정시설 건립,1,7.491733,6.3270407
국토및지역개발,행정중심복합도시건설청,행정중심복합도시건설 운영,기본경비,-1,6.2434964,1.3578088
국토및지역개발,행정중심복합도시건설청,행정중심복합도시건설 운영,행정중심복합도시건설 지원,-1,1.7981722,1.0108478
국토및지역개발,행정중심복합도시건설청,행정중심복합도시건설 운영,행정중심복합도시건설청 운영,0,1.7570395,-2.0136302
국토및지역개발,환경부,맑은물 공급·이용(광역),공업용수도 관리,6,0.29270914,1.7306039
국토및지역개발,환경부,맑은물 공급·이용(광역),광역상수도 관리,11,1.9016576,3.1044633
국토및지역개발,환경부,수자원정책 및 홍수관리,수문조사 및 시설운영,0,2.0197694,-1.6087128
국토및지역개발,환경부,수자원정책 및 홍수관리,수자원정책 및 조사,6,-0.08351226,1.2713585
농림수산,농림축산식품부,가축방역및축산물안전관리,가축방역(농특),-1,0.16418293,3.319463
농림수산,농림축산식품부,계정간거래(전출금),구조개선계정 전출,11,1.9601785,3.5091882
농림수산,농림축산식품부,국제협력협상,국제협력협상,6,0.5273286,1.399169
농림수산,농림축산식품부,농가경영안정,농가소득보전(직불),-1,1.2642115,4.398208
농림수산,농림축산식품부,농가경영안정,농업기계장비,5,0.10894046,0.44994032
농림수산,농림축산식품부,농가경영안정,농업정책보험(농촌계정),11,1.8843784,3.513281
농림수산,농림축산식품부,농가경영안정,재해대책,11,2.0411935,3.072937
농림수산,농림축산식품부,농가경영안정,정책금융보험관리,11,2.1076188,3.4338198
농림수산,농림축산식품부,농림축산검역검사,가축검역(농특),14,6.740335,2.307104
농림수산,농림축산식품부,농림축산검역검사,검역검사(R&D),-1,8.976267,3.103712
농림수산,농림축산식품부,농림축산검역검사,검역검사정보화(정보화),14,7.034609,2.5102813
농림수산,농림축산식품부,농림축산검역검사,동축산물검역검사,9,9.917679,2.4483378
농림수산,농림축산식품부,농림축산검역검사,식물검역검사및수출지원,7,9.045496,1.8143629
농림수산,농림축산식품부,농림축산식품행정지원,농림행정정보화(정보화),-1,3.1801937,2.6006498
농림수산,농림축산식품부,농림축산식품행정지원,농업농촌알리기,-1,0.6281265,2.6699886
농림수산,농림축산식품부,농림축산식품행정지원,농업정보환경지원(정보화),5,0.18898295,0.46010625
농림수산,농림축산식품부,농림축산식품행정지원,본부기본경비,8,6.515282,0.37726688
농림수산,농림축산식품부,농림축산식품행정지원,소속기관기본경비,-1,6.9013352,0.299024
농림수산,농림축산식품부,농림축산식품행정지원,정책연구개발(R&D),3,4.5089917,2.962206
농림수산,농림축산식품부,농림축산식품행정지원,청사확보 및 시설개선,-1,6.817214,0.6368793
농림수산,농림축산식품부,농림축산식품행정지원,행정지원,9,9.645233,2.063289
농림수산,농림축산식품부,농산물수급안정및유통효율화,농산물소비활성화및식생활개선(농특),11,1.5081565,2.4558213
농림수산,농림축산식품부,농산물수급안정및유통효율화,농산물유통개선(농특),6,0.07391943,1.4770092
농림수산,농림축산식품부,농산물수급안정및유통효율화,농식품품질관리(농특),6,0.0790133,1.9040643
농림수산,농림축산식품부,농산물품질관리,농산물안전성관리,-1,8.78839,2.1752112
농림수산,농림축산식품부,농산물품질관리,농업경영체등록,10,11.458666,2.2532175
농림수산,농림축산식품부,농산물품질관리,품질관리정보화(정보화),14,6.8812094,2.3693314
농림수산,농림축산식품부,농식품공무원교육원교육운영,농식품공무원교육원교육경비,-1,10.1642275,1.8059518
농림수산,농림축산식품부,농식품공무원교육원교육운영,농식품공무원교육원정보화(정보화),2,5.113193,1.4278485
농림수산,농림축산식품부,농업생산기반정비,농업시설개선(농특),11,1.9896692,3.380633
농림수산,농림축산식품부,농업생산기반정비,다목적 용수개발,-1,0.18706176,3.3637674
농림수산,농림축산식품부,농업생산기반정비,재해예방(농특),6,0.22703032,2.0096014
농림수산,농림축산식품부,농업신산업육성,농업신재생에너지보급(투자계정),6,0.26675192,2.1187491
농림수산,농림축산식품부,농업신산업육성,농업온실가스감축및기후변화대응,12,0.66536844,2.8469784
농림수산,농림축산식품부,농업신산업육성,스마트농업육성,12,0.8325077,3.6785986
농림수산,농림축산식품부,농업신산업육성,친환경농업인프라구축,6,0.20359999,1.6402695
농림수산,농림축산식품부,농업신산업육성,친환경농자재,5,-0.052054748,0.9441872
농림수산,농림축산식품부,농업인력육성및창업지원,농업인교육지원,6,-0.02788892,2.3682063
농림수산,농림축산식품부,농업인력육성및창업지원,농촌고용인력지원,-1,0.474647,1.0476673
농림수산,농림축산식품부,농업인력육성및창업지원,농촌정착지원,0,1.6937647,-1.991148
농림수산,농림축산식품부,농촌복지및지역활성화,농촌복지증진,11,1.4829829,2.5322692
농림수산,농림축산식품부,농촌복지및지역활성화,일반농산어촌개발(제주),-1,0.17100215,3.5887702
농림수산,농림축산식품부,식품외식산업육성,농식품 글로벌 진출 확대,12,0.7336031,2.9707556
농림수산,농림축산식품부,식품외식산업육성,식품산업기반조성,-1,0.24334365,3.092476
농림수산,농림축산식품부,식품외식산업육성,식품산업육성,-1,1.3529067,2.711576
농림수산,농림축산식품부,식품외식산업육성,한식및외식산업육성,-1,0.4830057,1.0892618
농림수산,농림축산식품부,양곡관리,식량생산유통지원,6,0.18611374,2.7136648
농림수산,농림축산식품부,양곡관리,양곡매입 및 관리,1,8.117472,5.6921234
농림수산,농림축산식품부,종자관리,종자산업육성(농특),-1,9.002736,3.1794846
농림수산,농림축산식품부,종자관리,종자원기본경비,7,8.88353,0.6406263
농림수산,농림축산식품부,종자관리,종자원정보화(정보화),7,7.7663217,0.025977317
농림수산,농촌진흥청,기관운영 및 사업지원,"고객현장지원(농특,구조)",10,11.368174,2.1884208
농림수산,농촌진흥청,기관운영 및 사업지원,농촌진흥사업지원(일반),7,8.594258,0.7006965
농림수산,농촌진흥청,기관운영 및 사업지원,본청기본경비,7,9.154886,1.5969023
농림수산,농촌진흥청,기관운영 및 사업지원,성과관리및능력개발,4,5.68162,3.1879344
농림수산,농촌진흥청,기관운영 및 사업지원,소속기관기본경비,9,10.192644,1.5668871
농림수산,농촌진흥청,기관운영 및 사업지원,청사확보및시설개선,9,9.703007,1.9433396
농림수산,농촌진흥청,농가경영능력 향상,농가경영지원(일반),6,0.08754528,2.4720175
농림수산,농촌진흥청,농가경영능력 향상,농업기술경영연구(일반),0,1.7745532,-1.9051868
농림수산,농촌진흥청,농가경영능력 향상,"농촌진흥사업정보화(정보화,일반)",14,7.498434,2.8404636
농림수산,농촌진흥청,농업기초기반 및 실용화 기술개발,농업과학기반연구,-1,9.747942,2.6327198
농림수산,농촌진흥청,농업기초기반 및 실용화 기술개발,작물연구,-1,9.796418,2.6517503
농림수산,농촌진흥청,농업기초기반 및 실용화 기술개발,"지역농업연구기반및전략작목육성(균특, 지역지원)",6,0.3057261,1.7614387
농림수산,농촌진흥청,농업신기술 보급,신기술보급사업(일반),5,0.032798957,0.8863976
농림수산,농촌진흥청,농축산물 경쟁력 제고 기술개발,원예특작연구(책임운영),10,10.858476,2.4844177
농림수산,농촌진흥청,농축산물 경쟁력 제고 기술개발,축산연구(책임운영),-1,9.742403,2.6161227
농림수산,농촌진흥청,전문인력양성,농업인력양성및지원(일반),6,0.05354609,2.3020134
농림수산,농촌진흥청,전문인력양성,"영농기계화촉진(농특,구조)",5,-0.015682932,-0.26516268
농림수산,농촌진흥청,지역농업특성화,"6차산업활성화 지원(균특,지역지원)",6,0.0623867,1.9291556
농림수산,농촌진흥청,지역농업특성화,기술농업지원(일반),-1,2.5863302,2.5735173
농림수산,농촌진흥청,지역농업특성화,"농촌생활활력증진(농특,구조)",6,0.21090671,1.3014717
농림수산,농촌진흥청,지역농업특성화,"지역농촌지도사업활성화지원(균특,지역자율)",12,0.5677569,3.4952946
농림수산,산림청,국립수목원,국립수목원 기본경비(일반),-1,7.442046,0.10877164
농림수산,산림청,국립수목원,국립수목원 지원(일반),-1,9.041546,3.1378798
농림수산,산림청,국제산림협력,국제산림협력(일반),12,1.2970328,3.570997
농림수산,산림청,국제산림협력,임산물수출촉진,6,0.64740944,1.6598376
농림수산,산림청,산림과학기술개발(국립산림과학원),국립산림과학원 기본경비(일반),7,8.954163,0.56033874
농림수산,산림청,산림과학기술개발(국립산림과학원),산림과학기술개발(일반),-1,9.072535,2.92396
농림수산,산림청,산림과학기술개발(국립산림과학원),산림과학기술정보화(정보화)(일반),13,5.937842,1.9208608
농림수산,산림청,산림이용 및 복지증진,"건강보험부담금(책특,손익)",-1,1.4178339,4.2968206
농림수산,산림청,산림이용 및 복지증진,"국립자연휴양림조성관리(책특,자본)",1,8.121911,6.049734
농림수산,산림청,산림이용 및 복지증진,"기본경비(책특,손익)",7,8.659124,0.40569916
농림수산,산림청,산림이용 및 복지증진,산림복지서비스 기반 조성(일반),1,7.52563,5.8971286
농림수산,산림청,산림이용 및 복지증진,산림복지서비스 제공·운영,12,1.4579973,3.4559944
농림수산,산림청,산림이용 및 복지증진,산지관리,-1,2.6425598,2.3826559
농림수산,산림청,산림이용 및 복지증진,산촌활성화 지원,-1,7.284561,4.7563515
농림수산,산림청,산림이용 및 복지증진,"숲길네트워크(균특,지원)",-1,7.63478,4.6299667
농림수산,산림청,산림이용 및 복지증진,한국산림복지진흥원 지원(일반),6,0.30367228,1.6615014
농림수산,산림청,산림자원 및 산업육성,국유재산관리(일반),11,2.099233,3.597362
농림수산,산림청,산림자원 및 산업육성,목재 및 임산물활용(농특),6,0.109074354,2.7795088
농림수산,산림청,산림자원 및 산업육성,목재생산·관리(일반),-1,2.1573048,1.6727988
농림수산,산림청,산림자원 및 산업육성,산림경영 경쟁력 강화(농특),12,0.6877967,3.5084329
농림수산,산림청,산림자원 및 산업육성,산림자원 육성·관리(농특),6,-0.21011406,2.0300229
농림수산,산림청,산림자원 및 산업육성,산림정책 지원(일반),-1,3.320655,2.5084345
농림수산,산림청,산림자원 및 산업육성,"임도시설(균특,제주)",11,1.8307796,3.228296
농림수산,산림청,산림자원 및 산업육성,"임도시설(균특,지원)",1,8.127185,6.0982165
농림수산,산림청,산림자원 및 산업육성,임업인부채대책(일반),-1,1.4232149,4.302058
농림수산,산림청,산림자원 및 산업육성,임업정책자금 지원(농특),11,2.0555613,3.1038892
농림수산,산림청,산림자원 및 산업육성,종자 및 묘목 생산·관리(일반),-1,9.271148,3.0816147
농림수산,산림청,산림자원 및 산업육성,한국임업진흥원 지원,6,0.2753944,1.6574911
농림수산,산림청,산림자원보호,산림병해충 예방 및 대응(농특),5,0.13133262,0.80365497
농림수산,산림청,산림자원보호,산림생물다양성보전(일반),-1,8.931187,2.4914284
농림수산,산림청,산림자원보호,산림생태보전(일반),-1,0.7381217,2.6483486
농림수산,산림청,산림자원보호,산림재해대응(일반),12,1.2278492,3.4999564
농림수산,산림청,산림자원보호,산림헬기(일반),3,4.9373574,3.7122424
농림수산,산림청,산림자원보호,산불 예방 및 대응,-1,9.730988,2.602317
농림수산,산림청,산림자원보호,산사태 예방 및 대응(일반),5,0.15774152,0.7643964
농림수산,산림청,산림자원보호,한국수목원관리원 지원(일반),12,0.9459485,3.6145375
농림수산,산림청,산림행정지원,국가산림통계(일반),-1,1.7383353,0.994785
농림수산,산림청,산림행정지원,국립산림품종관리센터 기본경비,7,8.717185,0.41556206
농림수산,산림청,산림행정지원,본청 기본경비(일반),-1,8.067899,2.4701774
농림수산,산림청,산림행정지원,산림교육원 기본경비(일반),9,10.312122,1.5815383
농림수산,산림청,산림행정지원,산림자원정보화(일반),14,7.0282197,2.5108771
농림수산,산림청,산림행정지원,산림항공본부 기본경비(일반),10,10.797053,1.8796959
농림수산,산림청,산림행정지원,산림행정지원(일반),0,1.9531276,-1.7894686
농림수산,산림청,산림행정지원,임업통계조사(농특),-1,1.6769499,0.91866153
농림수산,산림청,산림행정지원,지방산림청 기본경비(일반),10,10.86111,2.2013507
농림수산,식품의약품안전처,농축수산물 안전성 제고,농축수산 안전관리 강화,9,10.455047,1.8480216
농림수산,해양수산부,수산물 유통 및 안전관리,국립수산물품질관리원정보화,2,4.997969,1.314951
농림수산,해양수산부,수산물 유통 및 안전관리,수산물유통개선(농특),6,0.6909205,1.5759495
농림수산,해양수산부,수산물 유통 및 안전관리,수산어촌알리기,11,1.6464725,2.2300968
농림수산,해양수산부,수산물 유통 및 안전관리,수출입수산물 안전성관리(농특),9,9.613998,2.0219104
농림수산,해양수산부,수산물 유통 및 안전관리,안전한수산물공급관리(농특),-1,0.99698955,3.2335699
농림수산,해양수산부,수산식품고부가가치화,수산물 수출지원,5,0.12121802,0.75644255
농림수산,해양수산부,수산식품고부가가치화,식품산업육성,6,0.65800446,2.0305052
농림수산,해양수산부,수산연구(국립수산과학원),국립수산과학원 기본경비,9,10.114571,1.4853599
농림수산,해양수산부,수산연구(국립수산과학원),국립수산과학원정보화(정보화),13,5.7970943,2.0753407
농림수산,해양수산부,수산연구(국립수산과학원),수산과학연구,9,9.681217,1.843932
농림수산,해양수산부,수산연구(국립수산과학원),수산연구지원,-1,7.7101984,4.459035
농림수산,해양수산부,수산자원 관리 및 조성,내수면어업,6,0.7750766,1.9100235
농림수산,해양수산부,수산자원 관리 및 조성,수산자원조성,6,-0.07693322,1.9974762
농림수산,해양수산부,수산자원 관리 및 조성,수산자원회복(농특),9,9.630353,2.0271525
농림수산,해양수산부,수산자원 관리 및 조성,어업안전지도강화,-1,1.67622,3.6993046
농림수산,해양수산부,수산자원 관리 및 조성,어업지도정보화,13,6.276124,1.8271943
농림수산,해양수산부,수산자원 관리 및 조성,연근해어업구조조정,-1,1.7259899,2.8319466
농림수산,해양수산부,수산자원 관리 및 조성,자율관리어업육성,5,0.13092524,0.71053684
농림수산,해양수산부,수산자원 관리 및 조성,친환경양식육성(농특),6,-0.18789236,1.9782032
농림수산,해양수산부,수산자원 관리 및 조성,친환경양식육성(에특),5,0.087887675,0.556391
농림수산,해양수산부,수산행정,본부기본경비,-1,7.1918826,1.3530923
농림수산,해양수산부,수산행정,소속기관기본경비,7,8.704988,0.80723816
농림수산,해양수산부,수산행정,행정지원,-1,6.901183,3.7694016
농림수산,해양수산부,어업인소득안정지원,수산경영안정,12,1.1166809,3.4142563
농림수산,해양수산부,어업인소득안정지원,수산금융자금이차보전,-1,1.9065163,3.697882
농림수산,해양수산부,어업인소득안정지원,수산산업창업투자,5,0.011275098,-0.21447997
농림수산,해양수산부,어업인소득안정지원,수산행정정보화(정보화),13,6.104839,1.7769282
농림수산,해양수산부,어업인소득안정지원,어가소득보전,-1,2.27065,3.1293275
농림수산,해양수산부,어업인소득안정지원,재해대책,6,-0.0390777,1.3485674
농림수산,해양수산부,어촌어항활성화,귀어귀촌지원,6,0.41343236,1.618224
농림수산,해양수산부,어촌어항활성화,어촌어항관광기반조성(농특),12,0.67113566,3.3441458
농림수산,해양수산부,어촌어항활성화,어항기반시설조성(농특),1,7.8557315,5.5287457
농림수산,해양수산부,원양협력,원양어업기반구축(농특),-1,1.4859623,3.3430111
농림수산,해양수산부,해양수산연수,해양수산인재개발원 기본경비,13,6.532271,1.8553107
농림수산,해양수산부,해양수산연수,해양수산인재개발원교육경비,-1,9.906714,1.7952946
농림수산,해양수산부,해양수산연수,해양수산인재개발원정보화,-1,2.9591637,1.8250147
문화및관광,문화재청,궁능원관리,궁능원시설관리운영,-1,9.119489,3.1721158
문화및관광,문화재청,궁능원관리,궁능원종합정비,1,7.9626226,6.074616
문화및관광,문화재청,궁능원관리,궁능원활용활성화,5,0.169407,0.44968328
문화및관광,문화재청,궁능유적본부운영,궁능유적본부기본경비,2,5.6025357,0.6480978
문화및관광,문화재청,문화유산교육연구,전통문화교육원운영,-1,6.261262,3.1750815
문화및관광,문화재청,문화유산교육연구,한국전통문화대학교운영지원,-1,9.281274,3.1762936
문화및관광,문화재청,문화유산교육연구,한국전통문화대학교정보화,-1,7.25163,3.8357036
문화및관광,문화재청,문화유산교육연구,해양문화유산연구,-1,9.047748,3.1152527
문화및관광,문화재청,문화재국제교류,국제교류및세계유산등재,5,0.04277603,0.8112182
문화및관광,문화재청,문화재보존관리,기념물문화재 보존강화,12,1.5399979,3.5992079
문화및관광,문화재청,문화재보존관리,유형문화재 보존관리,12,0.97252595,3.3082108
문화및관광,문화재청,문화재보존관리,자연문화재보호,3,5.1350574,3.3593218
문화및관광,문화재청,문화재보호,매장문화재보존관리,6,0.63690144,1.8882105
문화및관광,문화재청,문화재보호,문화재안전관리체계강화,8,6.412103,0.23436233
문화및관광,문화재청,문화재정책기반구축,무형문화재전승,12,1.3676473,3.6815689
문화및관광,문화재청,문화재정책기반구축,문화재보호행정기반조성,11,1.7499473,2.441399
문화및관광,문화재청,문화재행정지원,문화재전자행정구축,3,4.6420493,3.3850517
문화및관광,문화재청,문화재행정지원,문화재행정제도개선,-1,6.2062907,3.2438147
문화및관광,문화재청,문화재행정지원,본청기본경비,8,6.6096187,0.3331351
문화및관광,문화재청,문화재행정지원,본청운영경비,9,10.228929,1.6054267
문화및관광,문화재청,문화재행정지원,소속기관기본경비,7,8.754683,0.4717067
문화및관광,문화재청,문화재활용,국립고궁박물관조성운영,-1,8.984158,3.1451387
문화및관광,문화재청,문화재활용,문화재활용활성화,6,-0.20661755,2.1849978
문화및관광,문화재청,해양문화재연구소운영,해양문화재연구소기본경비,10,10.742508,1.8772964
문화및관광,문화체육관광부,건강한 저작권 생태계 조성,저작권 인식제고 및 보호활동 강화,-1,0.30879086,3.283491
문화및관광,문화체육관광부,관광산업 활성화,관광산업 활성화 지원,6,0.028210979,1.4076796
문화및관광,문화체육관광부,관광진흥기반확충,관광자원활성화,-1,2.5495114,3.256965
문화및관광,문화체육관광부,관광진흥기반확충,광역관광자원개발,11,2.0590942,3.0766292
문화및관광,문화체육관광부,국내관광활성화,관광인프라 조성,11,1.5605493,2.6386614
문화및관광,문화체육관광부,국내관광활성화,국내관광육성지원,6,-0.009859368,2.8468041
문화및관광,문화체육관광부,국립국악원운영,국립국악원 운영 활성화,10,10.858024,2.4586802
문화및관광,문화체육관광부,국립국어원운영,국어발전기반조성및진흥,-1,8.88958,2.5728395
문화및관광,문화체육관광부,국립민속박물관운영,국립민속박물관운영활성화,-1,9.138807,2.9862466
문화및관광,문화체육관광부,국립박물관운영,국립박물관 운영,-1,9.107607,3.1607418
문화및관광,문화체육관광부,국립장애인도서관 운영,국립장애인도서관 운영,4,5.865753,3.2700183
문화및관광,문화체육관광부,국립중앙극장운영,국립중앙극장 운영,10,10.905465,2.4090617
문화및관광,문화체육관광부,국립중앙도서관운영,국립중앙도서관 운영,-1,8.575462,2.5656898
문화및관광,문화체육관광부,국립한글박물관 운영,국립한글박물관 운영,-1,9.388667,2.917035
문화및관광,문화체육관광부,국립현대미술관운영,국립현대미술관 운영 활성화,-1,9.445769,2.917174
문화및관광,문화체육관광부,국정홍보기획,대국민커뮤니케이션 강화,4,5.475561,3.5348015
문화및관광,문화체육관광부,국정홍보기획,정책포털시스템 운영(정보화),-1,7.547495,1.1474253
문화및관광,문화체육관광부,국정홍보기획,정책홍보지원,-1,7.120114,1.5617002
문화및관광,문화체육관광부,국제스포츠역량강화,국제체육 역량 강화,-1,1.4785515,1.2459545
문화및관광,문화체육관광부,대한민국역사박물관 운영,대한민국역사박물관 운영,9,10.036294,2.302096
문화및관광,문화체육관광부,문화·관광행정지원,문화정보화체계구축,12,1.114003,3.4757345
문화및관광,문화체육관광부,문화·관광행정지원,본부기본경비,7,7.563716,0.40457425
문화및관광,문화체육관광부,문화·관광행정지원,소속기관기본경비,7,7.5893316,0.45874757
문화및관광,문화체육관광부,문화·관광행정지원,종합정책연구,-1,3.3239164,2.3584092
문화및관광,문화체육관광부,문화·관광행정지원,총액인건비대상 본부기본경비,8,6.2808304,0.4548087
문화및관광,문화체육관광부,문화·관광행정지원,총액인건비대상 소속기관기본경비,10,10.588873,1.785966
문화및관광,문화체육관광부,문화미디어산업육성및지원,미디어산업육성,7,7.95657,1.2239373
문화및관광,문화체육관광부,문화미디어산업육성및지원,방송영상콘텐츠 및 광고산업 활성화,6,0.14354007,1.1772182
문화및관광,문화체육관광부,문화미디어산업육성및지원,출판산업육성,-1,0.5414431,3.489965
문화및관광,문화체육관광부,사행산업통합감독위원회 운영,사행산업통합감독위원회 운영,9,10.118641,2.1620224
문화및관광,문화체육관광부,생활체육육성,생활체육시설 지원,-1,0.15437652,3.347358
문화및관광,문화체육관광부,생활체육육성,생활체육활성화,3,4.6180983,3.3387523
문화및관광,문화체육관광부,아시아문화중심도시조성,문화중심도시조성,-1,8.816468,2.2498841
문화및관광,문화체육관광부,"예술의 진흥 및 생활화, 산업화",공연 및 전통예술 진흥기반 구축,12,0.47643852,3.0102892
문화및관광,문화체육관광부,"예술의 진흥 및 생활화, 산업화",기초예술역량강화,-1,0.20368601,3.3513503
문화및관광,문화체육관광부,"예술의 진흥 및 생활화, 산업화",문화예술교육지원,6,-0.1828966,2.2268054
문화및관광,문화체육관광부,"예술의 진흥 및 생활화, 산업화",문화예술단체지원,6,0.0026820162,2.9293513
문화및관광,문화체육관광부,"예술의 진흥 및 생활화, 산업화",시각예술 진흥기반 구축,12,1.5085458,3.5401645
문화및관광,문화체육관광부,장애인체육육성,장애인체육 진흥,2,5.0257635,1.1836821
문화및관광,문화체육관광부,종교문화지원,종교문화활동 및 보존지원,11,1.677627,2.954321
문화및관광,문화체육관광부,지역문화 진흥 및 문화기반 조성,도서관정보·정책 체계 활성화,8,6.602612,0.4494807
문화및관광,문화체육관광부,지역문화 진흥 및 문화기반 조성,박물관 정책 활성화,6,-0.15064488,2.224327
문화및관광,문화체육관광부,지역문화 진흥 및 문화기반 조성,지역문화 진흥,6,0.0012614846,2.086932
문화및관광,문화체육관광부,창의적문화정책구현,국어문화진흥,12,1.3794956,3.6475759
문화및관광,문화체육관광부,창의적문화정책구현,국제문화교류,12,0.6416056,3.0275993
문화및관광,문화체육관광부,창의적문화정책구현,문화·인문 진흥,6,0.05029523,2.4493022
문화및관광,문화체육관광부,창의적문화정책구현,전통문화 진흥,6,0.4528991,1.702586
문화및관광,문화체육관광부,콘텐츠산업 육성,문화콘텐츠산업 육성,-1,-0.12988605,2.614513
문화및관광,문화체육관광부,콘텐츠산업 육성,문화콘텐츠산업 진흥 환경 조성,6,-0.30774233,2.1623406
문화및관광,문화체육관광부,한국예술종합학교운영,한국예술종합학교 운영 활성화,9,9.695387,2.2240922
문화및관광,문화체육관광부,한국정책방송원 운영,한국정책방송원 운영 활성화,-1,8.430938,2.4659119
문화및관광,문화체육관광부,해외문화홍보원 운영,해외문화홍보원 운영,8,6.2496676,0.76761574
보건,보건복지부,건강보험제도 운영,건강보험 지원,-1,2.6364243,3.2559843
보건,보건복지부,건강보험제도 운영,공무원사립학교교직원 국가부담금,-1,0.73470414,4.464517
보건,보건복지부,공공보건의료확충,공공보건의료정보화,6,1.0571902,1.7250127
보건,보건복지부,공공보건의료확충,공공보건의료지원,11,1.5527194,2.4843912
보건,보건복지부,공공보건의료확충,국가암관리사업지원,5,0.07060469,0.7641537
보건,보건복지부,공공보건의료확충,생명윤리및안전정책,6,0.11184818,1.9307694
보건,보건복지부,공공보건의료확충,원폭및한센인피해자지원,-1,0.20504507,2.3296676
보건,보건복지부,공공보건의료확충,의료취약지 지원,6,0.49846548,1.5637188
보건,보건복지부,공공보건의료확충,장기 및 인체조직 기증 활성화 지원,12,0.57828003,2.9647272
보건,보건복지부,공공보건의료확충,제대혈 공공관리,5,0.21297865,0.40903163
보건,보건복지부,공공보건의료확충,지방의료원 등 육성,6,-0.19764991,2.1169977
보건,보건복지부,국립공주병원,공주병원 기본경비(자본),1,7.4269776,6.6747756
보건,보건복지부,국립공주병원,공주병원기본경비(손익),7,7.823014,0.0123537155
보건,보건복지부,국립공주병원,공주병원정보화사업(손익),7,7.7885556,-0.10765078
보건,보건복지부,국립공주병원,국립공주병원 운영(손익),10,10.884878,2.1172225
보건,보건복지부,국립공주병원,국립공주병원 운영(자본),1,7.7504888,6.6874123
보건,보건복지부,국립나주병원,나주병원 기본경비(손익),7,7.833182,0.038445476
보건,보건복지부,국립나주병원,나주병원기본경비(자본),1,7.48962,6.6487184
보건,보건복지부,국립나주병원,나주병원운영(손익),10,10.828253,2.1646957
보건,보건복지부,국립나주병원,나주병원운영(자본),1,7.7735367,6.676923
보건,보건복지부,국립나주병원,나주병원정보화사업(손익),10,10.6206,1.7335963
보건,보건복지부,국립부곡병원,부곡병원 운영(손익),10,10.88069,2.1771815
보건,보건복지부,국립부곡병원,부곡병원 운영(자본),1,7.7864504,6.6788406
보건,보건복지부,국립부곡병원,부곡병원기본경비(손익),7,7.646765,0.05038866
보건,보건복지부,국립부곡병원,부곡병원기본경비(자본),1,7.7051163,6.724895
보건,보건복지부,국립부곡병원,부곡병원정보화사업(손익),7,7.9024773,-0.12916282
보건,보건복지부,국립정신건강센터,국립정신건강센터 기본경비(손익),7,8.688396,0.45161468
보건,보건복지부,국립정신건강센터,국립정신건강센터 기본경비(자본),1,7.3907743,6.6011972
보건,보건복지부,국립정신건강센터,국립정신건강센터 운영(손익),10,10.828788,2.2473457
보건,보건복지부,국립정신건강센터,국립정신건강센터 운영(자본),1,7.4172487,6.59204
보건,보건복지부,국립정신건강센터,국립정신건강센터 정보화사업,1,7.4654226,6.590314
보건,보건복지부,국립정신건강센터,국립정신건강연구소운영 및 연구(손익),-1,2.8419356,2.3198607
보건,보건복지부,국립춘천병원,춘천병원 운영(손익),10,11.15213,2.1638536
보건,보건복지부,국립춘천병원,춘천병원 운영(자본),1,7.423245,6.634404
보건,보건복지부,국립춘천병원,춘천병원 정보화사업(손익),10,10.761786,1.7995291
보건,보건복지부,국립춘천병원,춘천병원기본경비(손익),7,7.9444194,-0.057805676
보건,보건복지부,국립춘천병원,춘천병원기본경비(자본),1,7.4232197,6.69034
보건,보건복지부,국립춘천병원,춘천병원정보화사업(자본),1,7.3759356,6.6089168
보건,보건복지부,국민건강생활실천,구강건강서비스 기반조성,0,1.5261315,-1.8642408
보건,보건복지부,국민건강생활실천,금연사업,6,0.35520193,1.7870067
보건,보건복지부,국민건강생활실천,정신보건시설기능보강,-1,0.2939894,3.0497556
보건,보건복지부,보건산업육성,글로벌헬스케어 육성,5,0.22491214,0.37199733
보건,보건복지부,보건산업육성,보건산업정책,6,0.27119058,1.45334
보건,보건복지부,보건산업육성,보건산업진흥,6,0.0066367197,2.8613229
보건,보건복지부,보건산업육성,오송생명과학단지지원센터 운영,-1,9.990645,2.512431
보건,보건복지부,보건산업육성,의료정보 활용 정책 지원,-1,0.5462856,1.1335914
보건,보건복지부,보건산업육성,첨단의료복합단지조성,12,0.6121904,2.8943624
