FLD_NM,OFFC_NM,PGM_NM,ACTV_NM,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,sub,peak_month,q1_share,h2_share,dec_share,amp12,amp6,phase12,dec_nov_ratio,n_year
사회복지,고용노동부,직업능력개발,한국기술교육대학교출연,0.08704537107001988,0.131706270301755,0.12243653611443112,0.10431432010230496,0.10122925122186695,0.12494004215675948,0.043358469698080965,0.045719611795446015,0.06320853889989225,0.05217392511524492,0.05396829641535869,0.06989936710883977,0,2,0.341188177486206,0.3283282090328626,0.06989936710883977,0.0380129757850847,0.0025550301925355524,-1.2288916422143865,1.1929950484970397,8
사회복지,고용노동부,직업능력개발,한국산업인력공단출연,0.09814828226109208,0.14035744610823594,0.12995677491700175,0.08496196114168762,0.09696360389511821,0.11334295644168528,0.055095808549869486,0.05027602093549228,0.06624245312087629,0.04791628996160509,0.05367953408401635,0.06305886858331965,0,2,0.3684625032863298,0.3362689752351792,0.06305886858331965,0.03638292128166799,0.010012327912315547,-1.1572088302244983,0.9627137943251279,8
사회복지,고용노동부,직업능력개발,한국폴리텍대학출연,0.07069091691963271,0.10160486810469717,0.11095231227998073,0.08273766031156839,0.12660286744934562,0.1530285867681002,0.06115926893517835,0.05036756595271442,0.07816914227198642,0.04713399554488225,0.055852295492977794,0.06170051996893598,0,6,0.2832480973043106,0.35438278816667523,0.06170051996893598,0.03357525740176203,0.008096310588263425,-1.7918594402715817,1.1732271471326459,8
사회복지,보건복지부,일반보건복지행정지원,국제협력관리,0.1602657826511176,0.1300085419682431,0.013142072315601699,0.22288211813747869,0.1842871367643086,0.020529882919733306,0.09857400381537386,0.04370173312000548,0.020972222665982903,0.048189067375403856,0.014996954615906177,0.042450483650844806,0,4,0.3034163969349624,0.26888446524351706,0.042450483650844806,0.058850377658457124,0.008053336118472405,-1.3802979728478233,1.5196407264113767,11
사회복지,보건복지부,일반보건복지행정지원,보건복지인력개발,0.20355310028041265,0.058258322914844826,0.050294862259492264,0.2183381043966784,0.052246918506582925,0.058297117642546865,0.1054173769703496,0.023564961724249114,0.03091268175424464,0.06936778505723304,0.05357030290960917,0.07617846558375646,0,4,0.3121062854547497,0.359011573999442,0.07617846558375646,0.03860643718950655,0.012655683159382279,-0.8434189488687235,2.147146396819842,11
산업·중소기업및에너지,과학기술정보통신부,지역경제활성화,광역경제권거점기관지원,0.19382432654509377,0.1055378168100332,0.12494013485564148,0.15957222317519204,0.1262143644002013,0.15707891609615832,0.017273662850488,0.019149467703105303,0.04218096543480145,0.027692203714922994,0.02486779870387036,0.0016681197104918652,0,1,0.42430227821076844,0.13283221811767998,0.0016681197104918652,0.07100029822076044,0.0028144127082649698,-1.3157362201269067,0.05622250886973686,6
산업·중소기업및에너지,산업통상자원부,산업경쟁력기반구축,산업기술기반구축,0.14095032103924532,0.15274274380076286,0.09582183414771712,0.09087811504859433,0.0785544886213372,0.10603044374052496,0.04591288372805119,0.09195098155358356,0.052705934104485,0.07457733544834645,0.05752326580117259,0.012351652966179422,0,2,0.3895148989877253,0.3350220536018182,0.012351652966179422,0.02801246134721382,0.02243426005291473,-1.0908946200106506,0.04184443047135089,9
산업·중소기업및에너지,산업통상자원부,산업기술표준및제품안전관리,국가표준혁신및국제협력,0.08430340692530933,0.2578492768716724,0.12953666133404834,0.12759136985954542,0.10008681633855612,0.043324059104617695,0.09223286143157094,0.031958714489536334,0.0337263090002763,0.03263027275091054,0.027479424156057496,0.0392808277378991,1,2,0.47168934513103006,0.25730840956625073,0.0392808277378991,0.06768339301225494,0.036328514534258914,-1.0676999640414737,1.8484698305299134,10
산업·중소기업및에너지,산업통상자원부,신산업진흥,로봇산업진흥,0.16367229783953893,0.08449564630647773,0.10569714378727267,0.1112252958660621,0.044944324536124944,0.09977181020550817,0.06157739206511803,0.021040928582997637,0.05764057254822945,0.045220712217115,0.07721031398837509,0.12750356205718025,0,1,0.35386508793328936,0.39019348145901545,0.12750356205718025,0.04029585207298259,0.019304873250250657,-0.41527038973271146,0.0,7
산업·중소기업및에너지,산업통상자원부,신산업진흥,산업융합및창의산업진흥,0.06266196332058316,0.0727586307085862,0.2174058180033618,0.08569446433258505,0.27601772730730023,0.09328099784229354,0.013065925791048337,0.08407098237935347,0.022003961008493694,0.042051311422829245,0.01886748873686683,0.012120729146698464,0,5,0.3528264120325312,0.19218039848529003,0.012120729146698464,0.07907888250189458,0.031347063475372465,-1.7004856921281746,0.01800338463631163,6
산업·중소기업및에너지,산업통상자원부,에너지기술개발,에너지수요기술,0.044483186063750506,0.3055442408365503,0.08700801887268447,0.12421524892598011,0.1133223467272814,0.1245245408376458,0.05120664724514741,0.028567493530780745,0.0702916302240347,0.03651408692036361,0.006871788816929728,0.007450770998851249,1,2,0.43703544577298525,0.20090241773610745,0.007450770998851249,0.06682015247856866,0.03487418160679166,-1.352338076847467,0.07553431567768486,9
산업·중소기업및에너지,산업통상자원부,에너지기술기반확충,기반구축,0.09174949893349062,0.15323708140713907,0.1824600430041605,0.180428787610117,0.22959819992256603,0.11862288430020763,0.011084819897538928,0.010534861618971313,0.012925048712836762,0.06430243258734325,0.01956813877066546,-0.07451179676503657,1,5,0.4274466233447902,0.04390350482231915,-0.07451179676503657,0.10216440685667165,0.04440198887957079,-1.5434817994860295,0.4838709677419355,7
산업·중소기업및에너지,산업통상자원부,에너지자원정책,가스안전관리,0.05877201888130746,0.14514561859596056,0.08041479201314555,0.147431497002864,0.16984826689421229,0.17226471514979513,0.05105468692926687,0.02979883729701853,0.023381133873769954,0.050318051144567805,0.03891350732378958,0.032656874894302246,0,6,0.2843324294904136,0.22612309146271498,0.032656874894302246,0.06510349808968123,0.021474982131409016,-1.6997794061326073,0.8071773215064877,6
산업·중소기업및에너지,산업통상자원부,에너지자원정책,에너지자원정책지원,0.011134163598764556,0.061987467921180796,0.1087091497749932,0.23211297938720266,0.15479543175851251,0.06490585553380286,0.06731921431872585,0.0401250784737369,0.05525716005930328,0.059292755210717196,0.06124710012481304,0.08311364383824711,0,4,0.18183078129493857,0.36635495202554336,0.08311364383824711,0.05079938713847251,0.0484262894809964,-1.7074811529661094,3.9947108789292938,6
산업·중소기업및에너지,산업통상자원부,재생에너지및에너지신산업활성화,기후변화협약대응,0.03497090950277188,0.16097934587625737,0.14847173144024475,0.18139410993666436,0.18766743072223924,0.12287636221124641,0.08149863779261407,0.025381155814653205,0.015484030060045624,0.022539931522321494,0.0031133210098841513,0.015623034111057513,1,5,0.344421986819274,0.16364011031057607,0.015623034111057513,0.0928882784535452,0.017335114023947093,-1.6566023156623253,0.5586123753195282,6
산업·중소기업및에너지,산업통상자원부,중견기업육성,중견기업역량강화,0.015238624999301918,0.3906509312952107,0.14005865393496292,0.19125986137821635,0.11238642322823796,0.03966686306943024,0.030169814894811617,0.04532780853889427,0.012871916581455693,0.007895151439468388,0.008011765248891252,0.0064621853911186146,1,2,0.5459482102294755,0.11073864209463985,0.0064621853911186146,0.10536842466583984,0.06151808251706858,-1.1351731229669277,2.4544962365591396,6
산업·중소기업및에너지,산업통상자원부,지역경제활성화,기업입지환경개선,0.055136085253364754,0.30650773681170707,0.1416487570978965,0.20283660249253696,0.05693072331319019,0.044222717429985944,0.008998999601276434,0.026189185485445594,0.10768014722676438,0.027563866018727314,0.018045967288353077,0.0042392119807517946,1,2,0.5032925791629683,0.1927173776013186,0.0042392119807517946,0.07856816464192166,0.07006469074336273,-1.0072638478547165,0.16602159647187026,7
산업·중소기업및에너지,산업통상자원부,지역경제활성화,지역산업거점기관지원,0.05188978893096511,0.2922178729328789,0.12647947375216315,0.06536276000720963,0.13170521749066003,0.19589954894944284,0.04103952783286007,0.0262910219266574,0.009200211711518554,0.010114483811033371,0.034547456073611184,0.01525263658099982,1,2,0.4705871356160072,0.1364453379366804,0.01525263658099982,0.07896942899196248,0.024532184430005214,-1.3694334734335731,0.5812458570798834,6
