fld_nm,year,seasonal_strength,trend_strength,amp_seasonal,amp_remainder,seas_strength_all,trend_strength_all
사회복지,2023,0.3859706213303338,0.0,44834343075978.78,13890615121342.678,0.3375447108963755,0.7531943930528048
사회복지,2024,0.13917382630189656,0.1881717538379175,59829530905181.56,17119590431428.383,0.3375447108963755,0.7531943930528048
사회복지,2025,0.7880964666909803,0.46382889830597196,75866345435484.58,9592175351736.29,0.3375447108963755,0.7531943930528048
산업·중소기업및에너지,2015,0.0,0.08865300146450628,4947201960205.359,1100023620069.0542,0.0,0.20706701954167006
산업·중소기업및에너지,2016,0.8651543948769167,0.0,3731016535613.0234,385241509593.42505,0.0,0.20706701954167006
산업·중소기업및에너지,2017,0.8322050750637912,0.030386978130561904,2579272473357.1367,374402764537.9894,0.0,0.20706701954167006
산업·중소기업및에너지,2018,0.5551482636012643,0.07798480097431681,2996576864343.914,490222577965.11346,0.0,0.20706701954167006
산업·중소기업및에너지,2019,0.849504184383843,0.6014687738421154,4736098507888.67,503871313426.8717,0.0,0.20706701954167006
산업·중소기업및에너지,2020,0.0,0.040162295481443566,19184375966489.516,6334127736187.457,0.0,0.20706701954167006
산업·중소기업및에너지,2021,0.0,0.0052842747165063875,33157631469907.17,10363380696889.697,0.0,0.20706701954167006
산업·중소기업및에너지,2022,0.8269122075605362,0.045309664088067914,47236542172240.81,5705398393762.535,0.0,0.20706701954167006
산업·중소기업및에너지,2023,0.0,0.0,34272824628764.55,8806629003276.568,0.0,0.20706701954167006
산업·중소기업및에너지,2024,0.0,0.0,21127927318582.59,4989391209022.913,0.0,0.20706701954167006
산업·중소기업및에너지,2025,0.9948826921760809,0.8542838619839311,8103288265328.111,200562661863.09933,0.0,0.20706701954167006
일반·지방행정,2015,0.5863723468326816,0.0,63794953252211.57,7957819022264.535,0.9090271733595638,0.5545093323158523
일반·지방행정,2016,0.9668019883101353,0.0,55897738137661.31,3595941235517.566,0.9090271733595638,0.5545093323158523
일반·지방행정,2017,0.9749514106810767,0.0,48982420183067.84,2901401063689.7383,0.9090271733595638,0.5545093323158523
일반·지방행정,2018,0.7461097026735244,0.02627772613735946,47065083544837.69,7329901221781.385,0.9090271733595638,0.5545093323158523
일반·지방행정,2019,0.8350337624287042,0.06497430505065016,51619627490421.62,6255916901038.798,0.9090271733595638,0.5545093323158523
일반·지방행정,2020,0.8753393748377868,0.007117650130989084,57111336786924.04,6107559999049.39,0.9090271733595638,0.5545093323158523
일반·지방행정,2021,0.9449953695284022,0.015835754983204886,56698403422706.27,4937292848475.283,0.9090271733595638,0.5545093323158523
일반·지방행정,2022,0.8960470051362986,0.007410390082684404,55794764061418.67,5803415307319.047,0.9090271733595638,0.5545093323158523
일반·지방행정,2023,0.9727279037514718,0.18688275285172196,55911835393265.32,3854678947816.0283,0.9090271733595638,0.5545093323158523
일반·지방행정,2024,0.9343217151216021,0.0,59425849714467.55,7079894170518.445,0.9090271733595638,0.5545093323158523
일반·지방행정,2025,0.9534983575235911,0.0,66519529505033.17,5295244367251.349,0.9090271733595638,0.5545093323158523
통신,2015,0.0,0.14876580930555272,757467581157.3354,192716964048.14865,0.701074832136902,0.5644777518179289
통신,2016,0.9535229235810068,0.0,687256232143.4525,46916444041.18334,0.701074832136902,0.5644777518179289
통신,2017,0.9630096440786182,0.0,629107746270.4937,36426057159.45696,0.701074832136902,0.5644777518179289
통신,2018,0.8884832628394116,0.1355077660516284,595130623052.8646,59412928992.60669,0.701074832136902,0.5644777518179289
통신,2019,0.9486323374936844,0.0,649236711314.3727,49971691949.373405,0.701074832136902,0.5644777518179289
통신,2020,0.1717186996997495,0.0,776882972519.6433,235637944319.20013,0.701074832136902,0.5644777518179289
통신,2021,0.9611490014030288,0.24343584796697215,940333802482.7356,63096324039.08872,0.701074832136902,0.5644777518179289
통신,2022,0.7464667205995216,0.0,1158199904597.0405,198604686371.01355,0.701074832136902,0.5644777518179289
