FLD_NM,OFFC_NM,PGM_NM,ACTV_NM,amp_12m_norm,amp_6m_norm,hhi_period,q4_pct,dec_pct,cv_monthly,chooyeon_pct,operating_pct,direct_invest_pct,personnel_pct,log_annual,growth_cagr,cluster,u1,u2,year_n,total_budget
공공질서및안전,경찰청,경찰병원운영,경찰병원기본경비,0.21633479052860335,0.228917527215189,0.09490994608089402,0.3201749123967379,0.15893065434360623,0.3696616577857752,0.0,0.856884215964867,0.05672952725393955,0.07309217256522862,9.5225221679397,-0.05694843214256884,2,4.3155155,0.623391,6,19355000.0
공공질서및안전,경찰청,경찰병원운영,경찰병원인건비,0.06330006884148374,0.032817581696357914,0.08498259394969525,0.23777558800573736,0.09195274959434635,0.14030812954546018,0.0,0.0,0.0,1.0,10.608556279415982,0.03444241238212542,0,8.268984,-5.20982,6,269734000.0
공공질서및안전,경찰청,경찰병원운영,자산취득,0.794640116305859,0.8261947512432811,0.24464654714906464,0.5713556473563542,0.3592854142007254,1.3799816743134616,0.0,0.0,1.0,0.0,9.451105621708136,0.00255810865807371,2,-0.025386224,-2.232927,6,18908000.0
공공질서및안전,경찰청,경찰병원운영,장례식장운영,0.09106490556798096,0.17594943859773174,0.09030871626175652,0.2897148559594298,0.13096247798306201,0.2862005174118619,0.0,0.7144767184035477,0.0,0.2397198533174143,9.546506209301045,0.006920188889518064,2,4.746906,0.094842374,6,23452000.0
공공질서및안전,경찰청,경찰병원운영,진료업무지원,0.113942623805515,0.2751133422773239,0.09902370277619095,0.31664905843991326,0.15679530245982434,0.41385653209968837,0.0,0.7864576365045963,0.0,0.10113915944049566,10.39998113555607,0.008621547359557669,2,4.0792856,-0.04959557,6,153493000.0
공공질서및안전,경찰청,경찰행정지원,감사·인권보호활동,0.4537409713147019,0.3139526641932909,0.13819092842791092,0.29790090830415616,0.19715442739282796,0.8055406554610345,0.0,0.8457818322981366,0.05225752508361204,0.018626791686574294,9.622183594700344,-0.08119154824745689,2,3.106527,1.1864921,4,16744000.0
공공질서및안전,경찰청,경찰행정지원,경찰복지증진,0.30899293493881097,0.09496697188443093,0.1352777983839188,0.36894471556152,0.17755328312569707,0.7817612730748901,0.0,0.43452850404586674,0.07962430366364413,0.00895636969869475,10.895027596606552,0.13827050925449647,2,2.8244486,-0.48642662,6,491860000.0
공공질서및안전,경찰청,경찰행정지원,대국민치안정책제공,0.4496539716168792,0.4887883617962682,0.1520792977850727,0.27063828753079755,0.14593132885873386,0.8895109942487274,0.0,0.7209414007188759,0.191288530661148,0.0031473695675852302,9.186959720483094,-0.02683228525431025,2,2.5683715,1.6823121,6,9181000.0
공공질서및안전,경찰청,경찰행정지원,본부기본경비,0.3689927335293544,0.4118817254303937,0.12426507012421266,0.1541513599270942,0.08221170160285035,0.6891674138165066,0.0,0.9185369509259211,0.05236453467886532,0.02447717481675111,11.588451037579315,-0.0039356467675931706,2,3.8711464,2.2849612,6,2304516000.0
공공질서및안전,경찰청,경찰행정지원,본부인건비,0.08968393432971015,0.08191722085536501,0.08818961944167321,0.2251929080985575,0.08770462795440963,0.2404892950200369,0.0,0.0,0.0,1.0,12.969427219457268,0.03387469129507159,0,9.358209,-5.1005692,6,56685242000.0
공공질서및안전,경찰청,경찰행정지원,소속기관기본경비,0.23435920183944006,0.12906251343799482,0.09179739828755334,0.3086732880102779,0.15735838428186363,0.3125906077416103,0.0,0.9021598101534029,0.04608154928383761,0.04403283329095686,9.99106117812585,-0.03404859250324632,2,4.279183,0.43097302,6,58995000.0
공공질서및안전,경찰청,경찰행정지원,소속기관인건비,0.08663739297657601,0.07585869422025115,0.08561642135325638,0.24357983697575644,0.07992904519791674,0.16087229940012512,0.0,0.0,0.0,1.0,10.961026026923838,0.008682192339575678,0,8.757858,-5.280393,6,588307000.0
공공질서및안전,경찰청,경찰행정지원,치안행정업무지원,0.1419324769876841,0.0667195652934894,0.08801264070629077,0.2894056396533582,0.12625975887102503,0.23155438078021115,0.0,0.6461617081789487,0.16563932831193764,0.15224068483460548,11.858400522470376,0.06730227054570359,2,3.718703,-0.3291517,6,4465420257.0
공공질서및안전,경찰청,경찰행정지원,행정효율성증진및능력개발,0.7502812498390876,0.6999626518375028,0.16079717394919624,0.492642223642462,0.3024296830122444,0.9374264036668412,0.0,0.48807487493948687,0.1802162336614491,0.06186670969824108,9.478490618152657,0.02004848721841257,2,0.9990209,0.90617836,4,12394000.0
공공질서및안전,경찰청,공공안녕위험예방및대응강화,공공안녕정보활동,0.6184720419684009,0.3756322146472551,0.16821909053119416,0.11928869276805443,0.05245583199932549,0.9946113490695536,0.0,0.10219201376386797,0.049067101603842575,0.0,10.542429006798766,0.026362404088272395,2,-0.6070977,4.3175073,4,141948470.0
공공질서및안전,경찰청,교통안전·소통확보,교통사고예방,0.16327933215473825,0.17518187726501222,0.098472455571606,0.2322228625751177,0.0911923469270108,0.4133341171063675,0.44900027819930544,0.4927790936706174,0.03534219265007084,0.01199581146556359,11.479446096396911,-0.01498977706775062,2,3.6707401,-0.3698271,6,1865569000.0
공공질서및안전,경찰청,교통안전·소통확보,교통행정전산화(정보화),0.41216341525666805,0.5311829803959329,0.18977012951187436,0.3076299423118087,0.17921303501588515,1.1079371882590916,0.0,0.27634041358660055,0.4536352577898381,0.024314119958828484,9.23755539942985,-0.05623367650173361,2,1.2407942,-0.6471382,6,10687000.0
공공질서및안전,경찰청,국가안보확보,국제교류협력활동,1.0799180523134628,0.9340880568959736,0.3116175998998769,0.12582968247526544,0.07325380487291243,1.6329945346944386,0.0,0.5371232950708981,0.07837947332883187,0.0,9.849988132946303,0.15558129162309786,2,1.3885833,4.533569,5,37025000.0
공공질서및안전,경찰청,국가안보확보,대테러상황관리,0.7433655194849473,0.4684439950011464,0.15786773626037942,0.4457146820892363,0.2572500098591412,0.8913111039306556,0.0,0.3140055044293455,0.5992756323882151,0.008582408761216707,10.406161511850128,0.14745571874524632,2,0.9383487,-1.4141972,4,104643000.0
공공질서및안전,경찰청,국가안보확보,외사경찰활동,0.6542379393435814,0.4452711211443582,0.18918089896734996,0.13666011099764175,0.057762636514632384,1.1237242442238995,0.0,0.22978765373885024,0.026693910697211415,0.001108818945079702,10.154077480698849,-0.2435215091734667,2,-0.34113833,4.404866,5,76347000.0
공공질서및안전,경찰청,범죄수사활동,수사업무정보화(정보화),0.49891688521626026,1.017156050027208,0.18271969279469658,0.28006475318584145,0.1932215896529721,1.0806130942764982,0.0,0.23953432352093212,0.5285576565560162,0.0,10.391137617449042,0.11036277828854124,2,0.9710368,-1.1608568,4,100587000.0
공공질서및안전,경찰청,범죄수사활동,수사지원 및 수사역량강화,0.26874739082399746,0.29112039737440376,0.10906650651966215,0.1932701217018831,0.09628356450142322,0.5496911943650699,0.0,0.7396798531486592,0.13733128101611614,6.0106663438805266e-05,11.537288738444229,0.04169568909807708,2,3.7485335,-0.109999314,4,1397515603.0
공공질서및안전,경찰청,범죄예방및사회적약자보호,범죄예방및대응역량강화,0.2534328784888139,0.3597732875087026,0.1147705733594204,0.32216572651014724,0.1740681820586888,0.5762521641308828,0.0,0.7592431958043437,0.16164415166959206,0.0,10.273048654388576,-0.28835250083449904,2,3.6022365,0.5429978,5,94574000.0
공공질서및안전,경찰청,범죄예방및사회적약자보호,사회적약자보호,0.4321901726456413,0.3326586796544457,0.12039024993285072,0.28704423418694025,0.16741783727232848,0.6558220871959806,0.0,0.3382993071334399,0.04393301354876715,0.0,10.516592880368368,-0.49282072262216203,2,2.294215,1.28888,5,178245000.0
공공질서및안전,경찰청,사회질서유지,경비경찰역량강화,0.26233905546411657,0.37550340978543834,0.11213568382606426,0.2827064901643383,0.14469634465971015,0.576487701362102,0.0,0.7387774506552952,0.1832457571353161,0.06650592487683839,11.210226546494843,-0.055671775875533736,2,3.5266213,-0.17324865,6,968037000.0
공공질서및안전,경찰청,전문경찰양성,경찰대학운영,0.3166980192929577,0.5183264742906416,0.14655003400983738,0.35299589058059916,0.2246911829143117,0.8349493516101725,0.0,0.5193707159675591,0.4330131464201622,0.008909413970524112,10.180303950476622,0.007929148426038202,2,1.5629172,-0.584581,6,91736000.0
공공질서및안전,경찰청,전문경찰양성,경찰인재개발,0.40570809513617406,0.2406621201750583,0.10731840740543652,0.2296122610707448,0.09202949582790715,0.48802136902204624,0.0,0.8264849180982821,0.17351508190171794,0.0,9.748689583370188,-0.0033316065854401833,2,4.204328,1.6619544,6,40048000.0
공공질서및안전,경찰청,전문경찰양성,수사경찰전문교육,0.28718436423532906,0.3266879938830446,0.1235377285369564,0.27678258900814007,0.1670199103608734,0.6668454952793383,0.0,0.6539308697037273,0.2916696400127429,0.045764383561643834,9.382083956492886,-0.08944334176037738,2,2.677191,0.96216166,6,15695000.0
공공질서및안전,경찰청,전문경찰양성,신임순경교육,0.232682270765156,0.26134192107668036,0.11520395232392498,0.3332591348827674,0.20290156454145178,0.599064712514272,0.0,0.6672645141812811,0.15658893423400597,0.015757147247036245,10.448540644930803,-0.026094560475294792,2,2.6215646,-0.09275936,6,185491000.0
공공질서및안전,경찰청,전문경찰양성,우수인재확보및능력개발,0.37706963978683167,0.31599257931207814,0.1281986307119704,0.38468022769076776,0.2502662548059303,0.7166614185022572,0.0,0.7452152975143231,0.14323397392520412,0.0015115148644381288,10.157126092929152,0.1137770850979638,2,2.2459767,0.07790589,6,88668000.0
공공질서및안전,경찰청,치안인프라구축,경찰유무선망개선,0.15749634173247837,0.5583717553996944,0.1601113250841968,0.3447095239673727,0.23568662300738563,0.862083934369037,0.0010950623638016185,0.6362069667867585,0.36242420525848945,0.0,10.942825337561908,-0.14389775536368543,2,2.2450218,-0.45706856,6,547914000.0
공공질서및안전,경찰청,치안인프라구축,경찰장비현대화,0.1521570839228288,0.394708839540977,0.11802146461035042,0.31570966728772487,0.1814742040063427,0.6341994772795531,0.0,0.6604495866829434,0.3394287397545982,0.0,11.416974533001213,0.022495666482961862,2,2.4284003,-0.5876684,6,1742367000.0
공공질서및안전,경찰청,치안인프라구축,경찰정보화기반고도화(정보화),0.07311456219724007,0.27924608516005195,0.11434770732426265,0.2858676450028046,0.13295810979287584,0.5980281221728392,0.0,0.8401850239883398,0.11081195975627037,0.0030579363954735925,10.812309176341463,0.0420506197878705,2,3.7909105,-0.050127104,6,395192000.0
공공질서및안전,경찰청,치안인프라구축,헬기운용 및 현대화,0.7464049749519585,0.6972015732084929,0.29511966239051163,0.3138576228623446,0.0998767027178052,1.591205355195102,0.0,0.2956288039004872,0.703481141475364,0.0007488628173773319,10.614197976198252,0.05089339238843271,2,0.38002515,-1.6948849,6,253917000.0
공공질서및안전,고위공직자범죄수사처,공수처 활동,공수처 업무 정보화,0.8465356217081709,1.0540947675580896,0.35268453329164406,0.28865612846387956,0.15678694723274877,1.648253318666893,0.0,0.3434355486616553,0.32864017818080576,0.0,9.851727676065506,0.2677111144804962,2,1.2505642,3.931108,5,25143000.0
공공질서및안전,고위공직자범죄수사처,공수처 활동,수사지원 및 수사일반,0.2988666681545809,0.41995600302961567,0.1159748259881063,0.38405276692347307,0.17518378465316645,0.57196869526261,0.0,0.8282049035632559,0.02579575024517816,0.021487283425956193,9.080610060252004,-0.1729730614524897,2,2.931065,1.1395146,5,7647500.0
공공질서및안전,고위공직자범죄수사처,행정지원,기본경비,0.2684534716456887,0.2860785431085883,0.10284281493249632,0.3616256654858831,0.1916864623144634,0.4755950144165877,0.0,0.4953711281614095,0.14713964194373402,0.24788599033816425,9.550728189659788,0.014463868807594205,2,3.0581675,0.020058235,5,17595000.0
공공질서및안전,고위공직자범죄수사처,행정지원,소속기관 인건비,0.12714953458413755,0.11471916058093676,0.08965130540989741,0.2606630315720572,0.10613985173196068,0.23099923442157352,0.0,0.0,0.0,1.0,9.798784996548513,0.034202637210563935,0,7.165668,-4.2144566,5,33029000.0
공공질서및안전,대법원,법원시설 확충 및 유지보수,등기소 확충,0.6564963207128934,0.5439406182701533,0.16638162844014384,0.40853840437875805,0.2643138089878916,0.9501349864014587,0.0,0.07446485789583451,0.9072009555770434,0.0,10.224348216582033,-0.21732954019269435,2,0.37364298,-2.082878,6,105486000.0
공공질서및안전,대법원,법원시설 확충 및 유지보수,법원시설관리 등,0.47965814851344324,0.48179231801239436,0.13232518877816948,0.466370406850187,0.27263470460362327,0.7487671296471271,0.0,0.18520352263616355,0.7042046118807517,0.0,10.678942330888843,0.03615599499298017,2,0.77699965,-1.8381343,6,313061000.0
공공질서및안전,대법원,사법정보화운영,가족등록업무전산화,0.2025269226049284,0.5237399997197737,0.15489039792156548,0.40129268215785663,0.2932801482164815,0.9216278639513081,0.0,0.853201380415906,0.007187068620029389,0.012914298437012958,10.252480397108284,-0.04727865430872469,2,2.1286793,0.23998228,6,112285000.0
공공질서및안전,대법원,사법정보화운영,등기업무전산화,0.20718361318710884,0.37656670686417565,0.13385338815798523,0.3690322942592201,0.24370616980362636,0.7758401995845787,0.0,0.7297624514093053,0.07076697486316132,0.0,10.761485886728854,-0.00990749632742094,2,2.3302286,-0.03921267,6,356807000.0
공공질서및안전,대법원,사법정보화운영,법원전자도서관 개발 및 운영,0.6288647651212063,0.6894624075051361,0.16753129325746444,0.45881855684662176,0.29895636345122184,0.9931778876119088,0.0,0.29649286380262496,0.0,0.0,9.474060081042921,0.3409889071996064,2,0.76805043,1.5455898,4,13943000.0
공공질서및안전,대법원,사법정보화운영,사법업무 전산화,0.4430525056003977,0.4184792904609336,0.13670451791028437,0.4152192008687017,0.2604556450459103,0.7901455830946218,0.0,0.6458845265779192,0.16757673064921103,0.00016066010706554314,10.866562771390475,0.08733352228173996,2,2.2425997,-0.027874794,6,485497000.0
공공질서및안전,대법원,사법행정운영지원,등기업무지원,0.13922174925398684,0.19603704786764875,0.09297924529079236,0.3066382828834421,0.1545188691565101,0.33334372309592486,0.0,0.5596820132496922,0.12638727795040158,0.13900621445740752,10.43904293020468,0.024478128915419672,2,3.6424353,-0.4629375,6,170570000.0
공공질서및안전,대법원,사법행정운영지원,본부 기본경비,0.3439451994903165,0.2957147518241891,0.10579948075224743,0.26631271933999806,0.10610105718175157,0.4982311083278547,0.0,0.9777465206310472,0.00983281924386086,0.006753824312535991,10.445320337646715,-0.4403146221894755,2,4.005848,0.575904,6,175391000.0
공공질서및안전,대법원,사법행정운영지원,본부 인건비,0.04088471237462601,0.13777943147146385,0.08523840903056913,0.225272831825046,0.07565106575106101,0.15103431051115213,0.0,0.0,0.0,1.0,12.129576263583669,0.03128796779335352,0,9.428929,-5.0557504,6,8177960000.0
공공질서및안전,대법원,사법행정운영지원,사법운영 기본경비,0.26262493072893206,0.10041502038263203,0.09504470803216743,0.18661634271364602,0.05828645308602254,0.37292672369756646,0.0,0.97191250365911,0.020543207065704307,0.003384169581634373,10.921963273463659,0.037765203010154735,2,3.9421842,0.23193179,4,338197000.0
공공질서및안전,대법원,사법행정운영지원,사법운영지원,0.24669883362674994,0.1875635037272367,0.09610296819261906,0.3500780795091944,0.18290393733658075,0.3879021149338995,0.0,0.32620022279194105,0.12710344144018865,0.48007385715574874,11.040208268637306,0.06669541394713652,2,3.8841376,-1.0379908,6,675967000.0
공공질서및안전,대법원,사법행정운영지원,소속기관 인건비,0.08407743832682958,0.12999346984757112,0.08616799345914596,0.22491586877464545,0.07260827309471146,0.18325229630461407,0.0,0.0,0.0,1.0,10.3020614074021,0.009377466552871194,0,7.813367,-4.7686524,6,130259000.0
공공질서및안전,대법원,재판활동지원,가족관계등록사무지원,1.9217270194964173,1.7779592556000783,0.645345569553327,0.005092248268111912,0.002738970930017256,2.5819017724640303,0.0,0.022852075810345932,0.0,0.0,10.189236849581832,-0.111561363042462,2,0.87641054,7.372633,6,93602000.0
공공질서및안전,대법원,재판활동지원,법관등 전문화 및 국제화,0.8878577140882639,0.7907040922529073,0.18433122380137337,0.1657867932136737,0.07532231925443232,1.053347666952151,0.0,1.0,0.0,0.0,9.794673898355954,-0.03627472863747927,2,2.6841142,3.2972302,6,48711000.0
공공질서및안전,대법원,재판활동지원,사법행정효율성증진,0.17996960671837736,0.2390719222778086,0.11207507558093993,0.23368096623286716,0.08006598493846688,0.5814534936574671,0.0,0.2865967696231227,0.0916406914139983,0.0,10.042381564896125,0.004814913107931584,2,-0.62543625,2.7792943,6,70580000.0
공공질서및안전,대법원,재판활동지원,사실심충실화,0.6042106411743172,0.604256622235079,0.1432071111717137,0.4934383062923719,0.2742899438702606,0.8380192857940348,0.0,0.9310999549462573,0.056606809551393446,0.0,9.648609063655455,-0.29302231448754756,2,1.4192128,0.95128024,6,31074000.0
공공질서및안전,대법원,재판활동지원,재판청구권 실현,0.13976033681185882,0.13201588135375078,0.08803991189613099,0.20929874427344083,0.07617303317707953,0.19825628575737655,0.0,0.9429206127314438,0.007156837980952777,0.0003056506148190952,11.15533877709332,-0.008195001235402066,2,3.8323126,-0.03686745,6,867003000.0
공공질서및안전,법무부,검찰활동,검찰업무정보화,0.29785913206930464,0.3193582827994869,0.1106125608768233,0.39364418397533174,0.2177717123717391,0.5564419077853884,0.0,0.6338832537817493,0.18611677586881767,0.08657450459509661,10.638465773644386,0.0012826989925835974,2,2.4644556,-0.28226614,6,263064110.0
공공질서및안전,법무부,검찰활동,검찰운영,0.18898045552526277,0.3437343772449977,0.09727720310192396,0.3599738772573828,0.17467885100558403,0.4069924596969279,0.0,0.3640614006295373,0.2933466508979094,0.22742659121922817,11.051481718012894,0.0759430403854855,2,2.4350452,-0.9618143,6,687012500.0
공공질서및안전,법무부,검찰활동,공판활동및형집행,0.40562308777381423,0.2684758414336704,0.12571065972316212,0.33187647490640265,0.19606429703972847,0.6633120931181202,0.0,0.1532506714320051,0.005399149345288481,0.0,10.862371660281994,0.03761253204424242,2,-0.13951635,2.7131348,6,287073000.0
공공질서및안전,법무부,검찰활동,수사지원및역량강화,0.15481226807297152,0.18355487759577824,0.08942572347587831,0.31125420645435237,0.13480376304809066,0.25261060005760455,0.0,0.6489717056389154,0.05386398815495877,0.18484376700086552,11.093614130258779,-0.1282792178569322,2,3.801446,-0.36498544,6,731580400.0
공공질서및안전,법무부,검찰활동,형사사법선진화,1.1171053987783384,0.7919654987746853,0.2920726373252936,0.5517316733903916,0.4705697918397544,1.5530356499478988,0.0,0.5879556259904913,0.0,0.0,8.412858310571805,0.06228523270101438,2,0.7477969,1.1335129,6,1893000.0
공공질서및안전,법무부,교정활동,교도소운영,0.2533453129955054,0.3630395011647462,0.10146329143178229,0.3507464029357936,0.18256534313924286,0.45629136194010295,0.0,0.16593229969069948,0.5852068009716898,0.1446135499115137,11.167983925489247,0.025148166796167715,2,1.5540668,-1.2813978,6,934043000.0
공공질서및안전,법무부,교정활동,교도작업운영및직업훈련,0.1943253934783167,0.15491732406185063,0.09104175957575329,0.2885867006149611,0.13670653742453687,0.2753547693562776,0.0,0.4978857093958583,0.11491895063690374,0.017365753893547834,10.818943420760842,0.0012117618890754578,2,3.6715837,-0.45230028,6,409010000.0
공공질서및안전,법무부,교정활동,재소자수용및교화,0.11497919566119282,0.0826435376829631,0.08669467668449178,0.2779680170891986,0.1236269492643763,0.19673557592141977,0.0,0.5226067088439995,0.01670617353599433,0.0,11.45511410668726,0.05835163403847621,2,3.7270262,-0.40111843,6,1563399000.0
