label,bw,outcome,beta,se,pval,r2,n,mult
전체,1,log_daily,0.6476728010136878,0.027265820744223776,9.985557590453873e-125,0.018055960822917827,49122,1.9110881674626803
전체,2,log_daily,0.6821631450211124,0.03540318034045482,9.892080930566413e-83,0.015931852134978608,74167,1.9781521374316395
