year,FLD_NM,OFFC_NM,PGM_NM,ACTV_NM,amp_12m_norm,amp_6m_norm,hhi_period,q4_pct,dec_pct,cv_monthly,chooyeon_pct,operating_pct,direct_invest_pct,personnel_pct,log_annual,growth_cagr
2015,일반·지방행정,중앙선거관리위원회,선거관리행정지원,기관운영지원,0.16084193609174713,0.23374546511285205,0.09276214944838379,0.2829090404206946,0.14005725609341962,0.3336934224234507,0.0,0.645308621293895,0.14247917922478448,0.17072353332866055,10.1753211928253,0.019781510185012285
2015,일반·지방행정,국무조정실 및 국무총리비서실,정부출연연구기관 지원(R&D),한국교육개발원,0.6760566322447797,0.04396515569975873,0.10695698998569139,0.09156953142268676,0.018779211729289775,0.5324267504070319,1.0,0.0,0.0,0.0,10.264467968883913,0.026314153375179616
2015,일반·지방행정,기획재정부,국고관리,국고업무관리지원,0.3875483422260928,0.5739289454696321,0.14987525101326504,0.4277098695571958,0.2457996228872418,0.861203528845009,0.0,0.29021087191984835,0.07974546439209315,0.0,8.874500627635625,0.23575645953498747
2015,일반·지방행정,기획재정부,재정운용,국제 재정협력 강화,1.8839504837708592,1.759202792023855,0.678612046463325,0.8121618438687126,0.8045159108459952,2.6684029291796296,0.0,0.5175592329918571,0.0,0.0,8.729726336302637,-0.13792793920322455
2015,일반·지방행정,관세청,관세행정지원,관세정책지원,0.06533122205521864,0.27393820625459075,0.10534634522248806,0.29612966614962327,0.16397209986995692,0.5139444051426987,0.0,0.6214093522041643,0.003506968588445143,0.29836446559758834,10.414379631353574,0.0423777247510464
2015,일반·지방행정,국세청,국세행정지원,본부 기본경비,0.41110335692174904,0.3489096561436895,0.11117969566328044,0.2397162153502626,0.11175731446823156,0.5757194953297029,0.0,0.9019814407172557,0.038251773243822396,0.04584359679191627,10.606887190508562,0.03282089006015654
2015,일반·지방행정,통계청,통계제도정비 및 통계전문교육,통계전문교육,1.326575885908087,1.3500387866369092,0.4542519390730564,0.12685034201437162,0.07854857211021529,2.086513998911565,0.0,0.8750364932186018,0.07999871284532692,0.006578075465401759,10.047428262353648,0.06969097113354805
2015,공공질서및안전,헌법재판소,헌법재판소운영,인건비,0.08296203584113736,0.13614719040889312,0.08574224159848123,0.23117069175095936,0.0848665369045675,0.16993543633410635,0.0,0.0,0.0,1.0,10.342868959099372,0.028537427409313088
2015,공공질서및안전,법무부,법무활동,국제법무운영및외국법제연구,0.3362559443052955,0.3243272889663452,0.13813279793667205,0.32944081286567106,0.18106946309507688,0.7868158978462292,0.0,0.8293897610921501,0.002956457468315906,0.043640407817221366,10.193814155315653,-0.1622677100606471
2015,통일·외교,통일부,통일교육,통일교육추진,0.037961640629078745,0.446956293854778,0.12271622159760945,0.3626485089705723,0.22013332152795542,0.6874552052107201,0.0,0.6783895377913115,0.02456018492792923,0.0061138351429746276,10.276767336379963,-0.019327585737803576
2015,통일·외교,외교부,한반도 평화 조성,북핵문제 협의지원,0.40934802877124293,0.25961730806310057,0.20227328181640894,0.21902310789266966,0.08464534872552516,1.1946879851228553,0.0,0.9342050643420506,0.0045662100456621,0.0,9.005176290128109,0.03404996341276911
2015,통일·외교,외교부,정상외교,정상회의 참가 및 국빈영접,0.8261063692201025,0.2234704852239668,0.1258114495722556,0.11541327177494172,0.021232760814762303,0.7139589588114061,0.0,0.9254204580550847,0.03357686526701578,0.017484732641057495,10.238086049128999,0.068813129260898
2015,통일·외교,외교부,국제개발협력,아프리카지역 국가원조,0.6688681707052279,0.34797198701698795,0.19692217492533726,0.09849166781890634,0.0,1.167504218024092,1.0,0.0,0.0,0.0,10.996851562804766,0.18180086819962193
2015,통일·외교,외교부,외교 행정지원,소속기관 기본경비,0.19035015609071146,0.38191193429562653,0.10813493205454125,0.3634297561190921,0.21335951264596506,0.5455448511850285,0.0,0.4686890764203944,0.11119209703580075,0.25524432900025856,9.597745685186437,0.010236468727084391
2015,국방,국방부,급여정책,건강보험부담금,0.35256212890534744,0.3327504833863597,0.12082494251824412,0.3292240203959793,0.11507624072206227,0.6697063089456523,0.0,0.0,0.0,0.0,11.41963976071872,0.07706805298102415
2015,국방,국방부,군인사및교육훈련,군인적자원개발교육,0.1359555671240914,0.20944689706424646,0.09508033268137289,0.29260763545350904,0.1289164193834259,0.3668114647067322,0.0,0.5342510245604258,0.054505906460245314,0.017925899320249145,10.867098335894626,0.0124329867217563
2015,국방,국방부,군인사및교육훈련,군인사,0.3148799740172268,0.4641884120194921,0.13325464279480487,0.32840014972436193,0.12729311040753052,0.7521237768907929,0.0,0.31311615254973435,0.00411118377127148,0.16300587566877034,10.946100089888398,0.06635751962906111
2015,국방,국방부,예비전력관리,예비군훈련장확보,0.24820300528197844,0.8401267732010926,0.20057065434482435,0.3873591570633669,0.3169613755052616,1.1478143562636123,0.0,0.0,0.9749445835169402,0.0,10.455326352303121,0.12200947362363967
2015,국방,병무청,병무행정지원,기본경비,0.031840799037307785,0.11875092445914695,0.08550824429079296,0.26904461063922946,0.11268933204707951,0.16140250221889285,0.0,0.9149435370741483,0.04532710420841683,0.016673931195724783,10.015624275498178,0.019894087137260152
2015,교육,교육부,국립국제교육원 지원,국제교육 교류 협력 활성화,0.28659648887563904,0.563038512604186,0.18981166867053062,0.21458112346908856,0.06538297346755999,1.130355841026808,0.0,0.07428713425469614,0.003574177859953812,0.003419798988467377,10.78284402689454,0.11777239515176019
2015,문화및관광,문화체육관광부,문화·관광행정지원,본부기본경비,0.3658511044315793,0.30399209150228057,0.11253582260348083,0.23773677035679025,0.08792257877844888,0.5880315602479623,0.0,0.8810945245566407,0.08220272890737933,0.0,9.718154097279815,0.04580021630301756
2015,사회복지,국가보훈처,보훈심사및보상,보훈심사,0.25851853503463584,0.23983573749076614,0.10105437998815825,0.3715442012784873,0.19662474812296898,0.4526430878899994,0.0,0.7251377174874668,0.020937776467118845,0.21304143320554408,9.155686208207424,0.11724733102291918
2015,사회복지,국가보훈처,보훈의료복지,의료지원,0.16579575767206833,0.209114182010314,0.09050763388865224,0.23419227577223353,0.08620038066709294,0.29317911200994085,0.0,0.0034704821382360506,0.0,0.0,11.738684346616134,0.02584196635195868
2015,사회복지,여성가족부,청소년정책및역량강화,청소년정책 기반강화,0.846101331195973,0.3708921074688886,0.2273902431641385,0.3795007330728195,0.3074667660472643,1.3111973011951439,0.0,0.057401959199508586,0.0,0.0,9.124960936414796,0.21786519426989948
2015,사회복지,고용노동부,고용노동행정지원,본부인건비,0.5002534129479698,0.5125080509367308,0.14318309180508623,0.18774258578688324,0.07838584121987813,0.8474052045708782,0.0,0.0,0.0,1.0,10.781045457044094,0.015752804473281756
2015,사회복지,고용노동부,고용노동행정지원,지방청인건비,0.05965675377314516,0.11856510961517361,0.08516221578938864,0.2403986465676045,0.09291119333876681,0.1478003280086897,0.0,0.0,0.0,1.0,11.332065798820967,0.04774398097635735
2015,보건,보건복지부,한의학연구및정책개발,한의약산업지원,0.32033204264722626,0.11691008214500294,0.17532467157938708,0.3463960918659984,0.14640124310022784,1.0469471292967543,0.0,0.0013782073096032124,0.0,0.0,10.036598438236075,0.03204102494284977
2015,보건,보건복지부,보건의료서비스지원,보건의료기술 평가연구,0.2932255273288639,0.038408422643784516,0.09045572673810105,0.1957701971068438,0.06524236528212504,0.2522910982010422,0.9722882907547783,0.0,0.0,0.0,10.049721822191167,0.04168942913933593
2015,농림수산,산림청,산림과학기술개발(국립산림과학원),산림과학기술정보화(정보화)(일반),0.39339532763679874,0.35142031318872624,0.12177364727867622,0.28486204516276814,0.08120060225568718,0.6748658314118923,0.0,0.5418487833518169,0.21247309022114946,0.0,8.816042159164377,0.1087483804573961
2015,농림수산,산림청,산림행정지원,산림항공본부 기본경비(일반),0.22191123501624102,0.29168210162848723,0.09648964338694699,0.3241369974145428,0.17375468252572832,0.3958841143372247,0.0,0.5047903825136612,0.02418943533697632,0.37773238615664845,9.260479919619506,0.021304917398853318
2015,농림수산,산림청,산림행정지원,산림행정지원(일반),0.2349325172669985,0.3944566666567981,0.10291296451655674,0.25076371409982356,0.11273259073519935,0.4831077492035841,0.3095898256987022,0.28754173988883247,0.1344424050715299,0.0348899389489853,9.763232229098477,-0.06089797675158104
2015,농림수산,해양수산부,수산행정,본부기본경비,0.23001773842304965,0.28872866608648423,0.10541227778592979,0.3281737275450263,0.1926670350935033,0.5038119042377656,0.0,0.9731717361887392,0.019774077778431487,0.0,9.41796488800783,0.0016077253463095964
2015,교통및물류,국토교통부,철도안전및운영,철도운영지원(일반),0.6480924101183483,0.42237968361375816,0.31857852049276886,0.14987331237548557,0.07500220883934755,1.6728751597376936,0.0,0.0,0.0,0.0,11.545137572425627,0.005315635815063224
2015,교통및물류,국토교통부,국토교통연구개발,정책연구개발(R&D),0.5458989347889985,0.8319460799733358,0.22265112288120265,0.5401015121107484,0.39744934721199365,1.2857692965772651,0.0,0.0,0.0,0.0,9.329374489074638,-0.016906821335454514
2015,교통및물류,국토교통부,국토교통정보화,교통정보화(정보화),0.9081453720271934,0.5709426919612834,0.2665752052769288,0.40073860762719504,0.31837689807536235,1.4828696717254501,0.0,0.028435593828489415,0.0012558306422676714,0.0,9.105614062738965,0.00588968888298691
2015,환경,환경부,환경행정 지원,환경정보화,0.26360334232168026,0.5784059361781073,0.16007409878934992,0.37766375926621293,0.2742247159848651,0.9590822507720957,0.0,0.42839847261829955,0.16142188280406658,0.002291523676027519,9.676324035682432,0.0007945342354938045
2015,산업·중소기업및에너지,산업통상자원부,에너지공급체계구축,가스수급안정,0.9889698114140835,0.8414890894237419,0.32703833207662514,0.35115085778333754,0.2938722366385097,1.6987248349889752,0.0,0.0,0.0,0.0,10.148938347591155,-0.12298258353347624
2015,교통및물류,해양수산부,항만개발 및 관리,평택당진항 개발,0.6092979976894202,0.291427075138902,0.13768154890756293,0.2554894088476142,0.1899828199827811,0.7978489078198125,0.0,0.0,0.9462442660550459,0.0,10.55067054274788,0.46077798010725624
2015,일반·지방행정,중앙선거관리위원회,선거의공정한관리,시민교육및공명선거정착,0.4814539667150694,0.5547053585103836,0.16385822903165997,0.19772681265037892,0.07058637075076135,0.9801582267130216,0.0,0.6262423356978437,0.022139333865739654,0.282819063278057,10.238663995056722,-0.10975356577696915
2015,일반·지방행정,국회,예산정책처운영,예산정책처정보화,0.18919621777030282,1.133687591537667,0.20344406716512003,0.41743960294620397,0.23579309015076275,1.185987813913762,0.0,0.34095329454316714,0.2114920584997641,0.0,8.828576883585976,-0.039077742520801095
2015,일반·지방행정,국회,국회행정지원,사무처 기본경비,0.2281777784086035,0.19641770069161635,0.08998422125356292,0.22285796137951835,0.10288576004144442,0.28250761493488724,0.0,0.811673808641855,0.03076123447643928,0.09814391827344862,10.304781295826238,0.039544168944578795
2015,공공질서및안전,경찰청,국가안보확보,외사경찰활동,0.5423726247289531,0.3224092786355808,0.1664948622415054,0.12492798572259568,0.09987112535270426,0.9922394014667084,0.0,0.22978765373885024,0.026693910697211415,0.001108818945079702,10.192175024994341,-0.2435215091734667
2015,문화및관광,문화체육관광부,콘텐츠산업 육성,문화콘텐츠산업 기술지원,1.1864559003106598,0.8965243424418339,0.5096438170602369,0.016731734523145567,0.016731734523145567,2.2581993289122586,0.9992469358430044,0.0007530641569955589,0.0,0.0,10.754505051046893,0.023507148817235368
2015,문화및관광,문화체육관광부,창의적문화정책구현,국제문화교류,0.23295901607466019,0.9992764088498252,0.23435390561587255,0.2014833188898681,0.12718234233463557,1.2937940073583816,0.0,0.01721446014652308,0.0,0.0,10.369654334955513,0.13324704942258947
2015,문화및관광,문화체육관광부,국정홍보기획,대국민커뮤니케이션 강화,0.3787829163681386,0.35197840162647853,0.12389464976991865,0.416107614193581,0.2453810248234644,0.6925418820913312,0.0,0.9732538133504115,0.008630548482029857,0.002782975760255765,10.208155271549108,0.06073137878858326
2015,문화및관광,문화재청,궁능원관리,궁능원시설관리운영,0.49618377564580474,0.5722842917757248,0.1439117197861678,0.47282679092596175,0.3104828429719664,0.8523869535669386,0.0,0.13254560367786294,0.4615749116482537,0.22325069618138182,10.606753156207144,0.05881342084652852
2015,보건,식품의약품안전처,식의약품행정지원,창의행정 활성화,0.6706431263903752,0.5215598847086202,0.1494291375536401,0.5165285615153083,0.2909818589547103,0.8902190988227321,0.0,0.58856741094256,0.006455002556672917,0.24245432077722856,8.969621245487422,0.1926985143489568
2015,일반·지방행정,인사혁신처,인사관리,국가시험시행,0.4119280715000935,0.18243028370237552,0.13247711787725608,0.1536678404318797,0.05896405299906901,0.7677303552729163,0.0,0.9108319030055144,0.006664718986232334,0.07124025855457766,10.046594686592476,0.0
2015,일반·지방행정,인사혁신처,인사관리,국가인재데이터베이스내실화,0.3014659174944424,0.6349285104062721,0.19676606813367634,0.32299629384981404,0.23929989823578787,1.0016669280859982,0.0,0.5746551724137932,0.0,0.3572949376375642,8.683003666092695,0.0
2015,일반·지방행정,인사혁신처,인사관리,공무원후생복지지원,1.028466755397436,0.33203876192815773,0.17168233902584396,0.3252330386408854,0.2064794024609758,1.0273492746264383,0.1686074553848274,0.32407841245779645,0.0,0.002013229518362847,9.322177461061047,0.0
2015,농림수산,산림청,회계간거래,회계간 전출(농특)(일반),0.8679114052861812,0.5135224317178777,0.15643637843115202,0.03739450328009431,0.0,0.9287237887191109,0.0,0.0,0.0,0.0,11.766481257978755,0.0
2015,일반·지방행정,조달청,회계기금간 거래,공무원 연금부담금,0.2778112303619205,1.2527962025961763,0.25187150943884506,0.20255446826690424,0.18164693526470657,1.4216342658528067,0.0,0.0,0.0,0.0,9.833669272067576,0.0
2015,공공질서및안전,경찰청,범죄수사활동,범죄수사,0.5340355447044837,0.07359101944522832,0.15206546206045018,0.1188057466732165,0.04332880623317734,0.9080739587864559,0.0,0.896295286285931,0.040783036992621056,0.0002098135072626929,11.061253395439124,0.0
2015,공공질서및안전,경찰청,사회질서유지,치안정보활동,0.4995006828955603,0.24036261883514154,0.14952902324216388,0.11567690323354127,0.03928602250193258,0.8895071391681939,0.0,0.09607760411295906,0.0377644476525787,0.019231324484775277,10.591334306954002,0.0
2015,국토및지역개발,국토교통부,국토지리정보원운영,국토지형관리,0.6206011955191943,0.3458131851326059,0.199174053563772,0.3314311400066542,0.19837152798256635,1.1787573966912137,0.0170846570929586,0.03654601331895798,0.017854895930956526,0.0019579729705035465,10.886193173709858,0.06286654616429543
2015,국토및지역개발,새만금개발청,새만금개발 행정지원,인건비,0.05764159623626481,0.09346607498844649,0.08539010538779829,0.2450427674842759,0.09058186554394758,0.15710269464910656,0.0,0.0,0.0,1.0,9.9168578711959,0.015021995424189694
2015,과학기술,기상청,기후변화 과학,기후변화 과학정보 생산 및 서비스,0.39203186797028006,1.0213185482400893,0.19504052339024913,0.4458762811035888,0.3634250717362705,1.156402320261932,0.0,0.29442306550380404,0.06272035628131378,0.03956166264613101,9.741497476030915,0.09297299316109564
2015,과학기술,기상청,기상연구,기상관측위성개발,1.7172828803231344,1.699872492870071,0.7556918941804154,0.047725845091619076,0.03380271416422628,2.8404669098367465,0.20190679692522207,0.5151678452108251,0.03266725216619736,0.11480815232645522,10.860474485533164,0.21384514710726266
2015,국방,국방부,미군기지이전사업,미군기지이전사업,0.4153808877381856,0.5786764787578029,0.13712199496353866,0.37049451752438745,0.22944647726005485,0.7899023317647313,0.0,0.0,0.5796990724683284,0.0,11.690147080503086,-0.4433097986687411
2015,문화및관광,문화체육관광부,문화·관광행정지원,소속기관 인건비,0.05904186792918561,0.04959933361684739,0.08516100960476397,0.23711360824383795,0.08429405213524035,0.14809495351688298,0.0,0.0,0.0,1.0,9.426600133157727,0.1872829662206852
2015,사회복지,보건복지부,사회복지기반조성,사회복지전달체계,0.1328974565024165,0.14562516893555985,0.08864328343577124,0.24051431816459104,0.08638983996435207,0.24551531639335603,0.0,0.004074480988489017,0.0007942656368601857,0.0,11.228127234030135,-0.0019387988464641959
2015,농림수산,농촌진흥청,기관운영 및 사업지원,"고객현장지원(농특,구조)",0.18887720781630085,0.10012716460642083,0.09531277201611266,0.3141016062430074,0.14958829270377616,0.3783878599798308,0.0,0.2717763299301451,0.002955400322407308,0.6027821063944117,9.0671959334505,0.018518962824836782
2015,농림수산,해양수산부,수산물 유통 및 안전관리,안전한수산물공급관리(농특),0.5828344808660533,0.26306958095456834,0.1373562938092925,0.20260004869892514,0.10977295502796677,0.8032432138649275,0.0,0.27517037887347645,0.07597903694978003,0.0030463074260162993,10.240648194028084,0.11867609187066908
2015,교통및물류,해양수산부,항만개발 및 관리,주요항 건설,0.4987582924502525,0.16665059992331513,0.12750986796281405,0.23124072939672155,0.1430542955221454,0.7187170193418082,0.0,0.06293082027259592,0.8039524260914114,0.0,11.235228832495245,0.2595784908399188
2015,일반·지방행정,조달청,조달행정지원,공공조달 정책개발 및 효율화,0.21245650687444723,0.41646326078672924,0.12945340938313676,0.398673845395917,0.23555503527049004,0.7402987395001821,0.0,0.6612890798636835,0.0,0.062379759964439174,9.00937425688323,0.025669904350094086
2015,보건,보건복지부,국립춘천병원,춘천병원 운영(자본),0.651606453048132,1.4199175854511439,0.2911572686231716,0.3245293588783598,0.2954495467540752,1.5791989739610222,0.0,0.0,1.0,0.0,8.920832187862667,0.23778485448391917
2015,일반·지방행정,중앙선거관리위원회,선거관리행정지원,기본경비,0.338337214403602,0.2923137674672709,0.12628060733039112,0.1796162355006662,0.07051619769292075,0.7152363692851349,0.0,0.8826978270003555,0.03407736395858696,0.0630404003404402,10.161710119683253,0.0016640134672400997
2015,일반·지방행정,국무조정실 및 국무총리비서실,정부출연연구기관 지원(R&D),한국청소년정책연구원,0.6076595164341851,0.06179425272215268,0.10425274193201844,0.11382289294157459,0.020120571289115943,0.4998084029140226,1.0,0.0,0.0,0.0,9.912380436216491,0.011001310229759254
2015,일반·지방행정,국세청,탈세대응강화,역외탈세대응활동,0.44481994847660034,0.18970161813522213,0.10939847937899805,0.1589547607907171,0.02064696477231991,0.5434445006172437,0.0,0.6102346070034966,0.0,0.0,9.878834946824163,0.0059972552916074395
2015,일반·지방행정,기획재정부,국고관리,국유재산관리,1.1577439067199282,1.3661063088555099,0.40306198757131007,0.36508594778773845,0.023937083464591186,1.9486857476892265,0.013847464848743076,0.18534299105240734,0.0,0.0,9.232485401445109,-0.09215349511732085
2015,일반·지방행정,국세청,국세행정지원,국세행정 전산화(정보화),0.19380388342029398,0.1339004641574163,0.10945365861833078,0.3104908789784538,0.19336676561740404,0.5503633934778484,0.0,0.8424199305915228,0.04699062458325451,0.0012326191930876848,10.74551934511618,0.008249699933831955
2015,일반·지방행정,감사원,감사활동 및 행정지원,기본경비,0.24763550637567847,0.19369578510884186,0.09673652549280748,0.3144525753140645,0.17441314528392296,0.35981545526349473,0.0,0.6539815220003289,0.013055724891547675,0.2786180707501233,10.056847935639146,0.010672027382403249
2015,일반·지방행정,통계청,국가기본통계생산 및 지원,인구주택총조사,0.9551206156794859,0.6627968251080559,0.1931737072245972,0.42190146830833297,0.1338685202436428,1.0298765975097222,0.0,0.6831476072234763,0.054311512415349886,0.22651753950338602,10.74040135053168,-0.276463285167873
2015,공공질서및안전,법무부,검찰활동,검찰업무정보화,0.5168608281334871,0.5098134541147655,0.15051510867220091,0.46873704489938894,0.32055413328615456,0.8978759857328609,0.0,0.6338832537817493,0.18611677586881767,0.08657450459509661,10.643393555418921,0.0012826989925835974
2015,통일·외교,통일부,북한이탈주민 정착지원,북한이탈주민 사회적응 지원,0.05441507038315776,0.12879737698843458,0.088995831968708,0.2921474272265108,0.12369979231393938,0.2606721765445941,0.0,0.1932355661011255,0.034000718125314966,0.046148853519234,10.862538202284982,-0.12245826160696893
2015,통일·외교,외교부,다자관계 협력,국제기구 협력강화,0.8474311883326663,0.7814074700698033,0.2513697498373513,0.608848490788488,0.4688483127430749,1.4200130274220077,0.0,0.3886987533934392,0.0017341722732183878,0.01732824884918149,9.85552405044794,0.15184255145803016
2015,통일·외교,외교부,외교 행정지원,외교정책 대내외 이해제고,0.19844772558202692,0.5458586022672808,0.14204456292526513,0.2940016761728869,0.24247910058996647,0.8393656861601988,0.0,0.7739267428121308,0.07514769594328476,0.0,9.086654737865958,0.08634110078903001
2015,국방,국방부,급여정책,공무원인건비,0.07369620458557696,0.08939649075369407,0.08580601866944602,0.22602922353198196,0.08361881642498759,0.17210450975679528,0.0,0.0,0.0,1.0,10.733448581337669,-0.003464699809284877
2015,국방,병무청,병무행정지원,병역의무자지원,0.38475601344549015,0.1402648277249693,0.09198407331973651,0.14980441492740926,0.02960738222001733,0.3204098101309967,0.0,0.027285577572222074,0.0,0.033728492642136225,10.46033125356947,0.4797444954443266
2015,교육,교육부,인적자원정책 기반강화,정책연구개발사업,0.27678320076760754,0.9425366658634273,0.163376638467944,0.4011419505854229,0.26207540587489314,0.9780739040527661,0.0,0.0,0.0,0.0,9.180003729446696,0.0035715195211210027
2015,문화및관광,문화재청,문화재행정지원,본청기본경비,0.18953002259776702,0.24512075417493584,0.09925244079145137,0.22685606313915607,0.11324539895554478,0.436599571224929,0.0,0.8195910429876678,0.10216106645364222,0.05567696839582605,9.546227130917163,0.026418017059214538
2015,문화및관광,문화재청,문화재행정지원,본청운영경비,0.2514624733228263,0.30267828035805433,0.10274016171755074,0.34144887723213563,0.1537556737831234,0.4822941852278768,0.0,0.6827949164345404,0.07103934540389972,0.2046175139275766,9.041465362601237,0.22568152212535275
2015,사회복지,보건복지부,국민연금운영,국민연금제도운영,0.528756675939845,0.38074519679478824,0.24792871405473693,0.2165383782506841,0.0,1.3968550655449015,0.0,0.01458927967110788,0.0,0.0,7.680321922232621,3.3472163872975873
2015,사회복지,국가보훈처,보훈심사및보상,보훈보상금,0.005035657000319176,0.013689391971088639,0.08334951762160354,0.25115326448704883,0.08620136939497416,0.013805433876292421,0.0,0.0,0.0,0.0,12.395552080269118,0.04138387162447987
2015,사회복지,국가보훈처,생활안정지원,교육지원,0.25544245708779784,1.2318018940707107,0.16633665166088035,0.4662473024781958,0.13726275301863242,0.9944558559056513,0.0,0.0007365508645029698,0.0,0.0,10.566731291079519,0.020950304111309714
2015,사회복지,국가보훈처,보훈선양,현충시설,0.4714718893322951,0.28159703626704846,0.15017442750495716,0.42907612848492305,0.25357753734117794,0.8949655024577821,0.0,0.09831117403888254,0.36528434065152987,0.024615945366563745,10.288083074051606,0.0327890656372678
2015,사회복지,국가보훈처,보훈행정,인건비,0.08437182154409995,0.15591324635748327,0.08627042583258739,0.22134506793194597,0.08208591238041199,0.18773077614873435,0.0,0.0,0.0,1.0,10.854465767777981,0.011261595314962625
2015,사회복지,보건복지부,일반보건복지행정지원,오송생명과학단지지원센터 인건비,0.05012663937380932,0.032694167099415625,0.08530381177900614,0.24322297610918137,0.09553238885301837,0.15360316126218168,0.0,0.0,0.0,1.0,9.644817824485846,0.05263135512321826
2015,사회복지,보건복지부,일반보건복지행정지원,본부 기본경비,0.17391553467368817,0.13638298431402374,0.0906337543880724,0.26675920018130694,0.10252998115388477,0.29597893298214584,0.0,0.9093288301720449,0.022159702324616563,0.05074981524938092,10.02028469133626,0.07061995444028124
